index,FL_DATE,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,ICAO,LATITUDE,LONGITUDE,LOCAL_TIMEZONE,ACTL_DEP_TIME_DATE,SCHD_DEP_TIME_DATE,ACTL_DEP_TIME_DATE_CENT,SCHD_DEP_TIME_DATE_CENT
16,2023-01-01,19393,N1806U,1622,DEN,SFO,2200,2257,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:57:00-07:00,2023-01-01 22:00:00-07:00,2023-01-01 23:57:00-06:00,2023-01-01 23:00:00-06:00
41,2023-01-01,19393,N1810U,813,DEN,TUS,1440,1523,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:23:00-07:00,2023-01-01 14:40:00-07:00,2023-01-01 16:23:00-06:00,2023-01-01 15:40:00-06:00
68,2023-01-01,19393,N207WN,3247,DEN,MCO,1520,1550,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:50:00-07:00,2023-01-01 15:20:00-07:00,2023-01-01 16:50:00-06:00,2023-01-01 16:20:00-06:00
78,2023-01-01,19393,N210WN,2304,DEN,MCI,1350,1441,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:41:00-07:00,2023-01-01 13:50:00-07:00,2023-01-01 15:41:00-06:00,2023-01-01 14:50:00-06:00
89,2023-01-01,19393,N211WN,3402,DEN,SNA,0730,0725,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:25:00-07:00,2023-01-01 07:30:00-07:00,2023-01-01 08:25:00-06:00,2023-01-01 08:30:00-06:00
100,2023-01-01,19393,N214WN,739,DEN,STL,0850,0921,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:21:00-07:00,2023-01-01 08:50:00-07:00,2023-01-01 10:21:00-06:00,2023-01-01 09:50:00-06:00
121,2023-01-01,19393,N217JC,3727,DEN,LAX,1645,1749,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:49:00-07:00,2023-01-01 16:45:00-07:00,2023-01-01 18:49:00-06:00,2023-01-01 17:45:00-06:00
152,2023-01-01,19393,N222WN,245,DEN,MCO,0515,0527,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:27:00-07:00,2023-01-01 05:15:00-07:00,2023-01-01 06:27:00-06:00,2023-01-01 06:15:00-06:00
156,2023-01-01,19393,N223WN,2126,DEN,TUL,1105,1104,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:04:00-07:00,2023-01-01 11:05:00-07:00,2023-01-01 12:04:00-06:00,2023-01-01 12:05:00-06:00
167,2023-01-01,19393,N227WN,1734,DEN,OMA,1330,1351,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:51:00-07:00,2023-01-01 13:30:00-07:00,2023-01-01 14:51:00-06:00,2023-01-01 14:30:00-06:00
205,2023-01-01,19393,N236WN,322,DEN,BOI,0835,0830,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:30:00-07:00,2023-01-01 08:35:00-07:00,2023-01-01 09:30:00-06:00,2023-01-01 09:35:00-06:00
218,2023-01-01,19393,N238WN,2181,DEN,PHX,1450,1510,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:10:00-07:00,2023-01-01 14:50:00-07:00,2023-01-01 16:10:00-06:00,2023-01-01 15:50:00-06:00
244,2023-01-01,19393,N243WN,441,DEN,MDW,1410,1420,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:20:00-07:00,2023-01-01 14:10:00-07:00,2023-01-01 15:20:00-06:00,2023-01-01 15:10:00-06:00
248,2023-01-01,19393,N244WN,3206,DEN,AUS,1355,1414,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:14:00-07:00,2023-01-01 13:55:00-07:00,2023-01-01 15:14:00-06:00,2023-01-01 14:55:00-06:00
266,2023-01-01,19393,N248WN,1148,DEN,SLC,2110,2157,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:57:00-07:00,2023-01-01 21:10:00-07:00,2023-01-01 22:57:00-06:00,2023-01-01 22:10:00-06:00
295,2023-01-01,19393,N252WN,852,DEN,DAL,0505,0510,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:10:00-07:00,2023-01-01 05:05:00-07:00,2023-01-01 06:10:00-06:00,2023-01-01 06:05:00-06:00
301,2023-01-01,19393,N254WN,1435,DEN,LBB,1335,1408,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:08:00-07:00,2023-01-01 13:35:00-07:00,2023-01-01 15:08:00-06:00,2023-01-01 14:35:00-06:00
317,2023-01-01,19393,N256WN,1968,DEN,BNA,0525,0540,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:40:00-07:00,2023-01-01 05:25:00-07:00,2023-01-01 06:40:00-06:00,2023-01-01 06:25:00-06:00
326,2023-01-01,19393,N257WN,895,DEN,OAK,1420,1430,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:30:00-07:00,2023-01-01 14:20:00-07:00,2023-01-01 15:30:00-06:00,2023-01-01 15:20:00-06:00
330,2023-01-01,19393,N258WN,1088,DEN,MDW,2040,2115,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:15:00-07:00,2023-01-01 20:40:00-07:00,2023-01-01 22:15:00-06:00,2023-01-01 21:40:00-06:00
334,2023-01-01,19393,N258WN,3464,DEN,COS,1245,1244,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:44:00-07:00,2023-01-01 12:45:00-07:00,2023-01-01 13:44:00-06:00,2023-01-01 13:45:00-06:00
344,2023-01-01,19393,N260WN,271,DEN,STL,1225,1236,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:36:00-07:00,2023-01-01 12:25:00-07:00,2023-01-01 13:36:00-06:00,2023-01-01 13:25:00-06:00
349,2023-01-01,19393,N261WN,1522,DEN,IND,2050,2107,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:07:00-07:00,2023-01-01 20:50:00-07:00,2023-01-01 22:07:00-06:00,2023-01-01 21:50:00-06:00
351,2023-01-01,19393,N261WN,1899,DEN,PHX,0715,0735,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:35:00-07:00,2023-01-01 07:15:00-07:00,2023-01-01 08:35:00-06:00,2023-01-01 08:15:00-06:00
353,2023-01-01,19393,N261WN,431,DEN,LAS,1530,1559,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:59:00-07:00,2023-01-01 15:30:00-07:00,2023-01-01 16:59:00-06:00,2023-01-01 16:30:00-06:00
357,2023-01-01,19393,N263WN,2437,DEN,IAH,2010,2026,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:26:00-07:00,2023-01-01 20:10:00-07:00,2023-01-01 21:26:00-06:00,2023-01-01 21:10:00-06:00
363,2023-01-01,19393,N264LV,3499,DEN,SNA,2035,2101,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:01:00-07:00,2023-01-01 20:35:00-07:00,2023-01-01 22:01:00-06:00,2023-01-01 21:35:00-06:00
408,2023-01-01,19393,N276WN,2402,DEN,TUS,2150,2252,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:52:00-07:00,2023-01-01 21:50:00-07:00,2023-01-01 23:52:00-06:00,2023-01-01 22:50:00-06:00
413,2023-01-01,19393,N277WN,1688,DEN,IND,1820,1924,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:24:00-07:00,2023-01-01 18:20:00-07:00,2023-01-01 20:24:00-06:00,2023-01-01 19:20:00-06:00
417,2023-01-01,19393,N277WN,2314,DEN,PHX,1310,1334,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:34:00-07:00,2023-01-01 13:10:00-07:00,2023-01-01 14:34:00-06:00,2023-01-01 14:10:00-06:00
446,2023-01-01,19393,N281WN,3808,DEN,BZN,2200,2209,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:09:00-07:00,2023-01-01 22:00:00-07:00,2023-01-01 23:09:00-06:00,2023-01-01 23:00:00-06:00
452,2023-01-01,19393,N283WN,2197,DEN,LAX,0510,0514,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:14:00-07:00,2023-01-01 05:10:00-07:00,2023-01-01 06:14:00-06:00,2023-01-01 06:10:00-06:00
455,2023-01-01,19393,N283WN,968,DEN,PDX,1140,1140,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:40:00-07:00,2023-01-01 11:40:00-07:00,2023-01-01 12:40:00-06:00,2023-01-01 12:40:00-06:00
466,2023-01-01,19393,N285WN,549,DEN,HOU,2115,2144,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:44:00-07:00,2023-01-01 21:15:00-07:00,2023-01-01 22:44:00-06:00,2023-01-01 22:15:00-06:00
468,2023-01-01,19393,N285WN,921,DEN,ABQ,1320,1315,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:15:00-07:00,2023-01-01 13:20:00-07:00,2023-01-01 14:15:00-06:00,2023-01-01 14:20:00-06:00
474,2023-01-01,19393,N286WN,489,DEN,SEA,1855,2006,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:06:00-07:00,2023-01-01 18:55:00-07:00,2023-01-01 21:06:00-06:00,2023-01-01 19:55:00-06:00
477,2023-01-01,19393,N287WN,1459,DEN,SFO,0715,0724,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:24:00-07:00,2023-01-01 07:15:00-07:00,2023-01-01 08:24:00-06:00,2023-01-01 08:15:00-06:00
481,2023-01-01,19393,N287WN,1679,DEN,CMH,1915,2124,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:24:00-07:00,2023-01-01 19:15:00-07:00,2023-01-01 22:24:00-06:00,2023-01-01 20:15:00-06:00
489,2023-01-01,19393,N288WN,559,DEN,SBA,1540,1602,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:02:00-07:00,2023-01-01 15:40:00-07:00,2023-01-01 17:02:00-06:00,2023-01-01 16:40:00-06:00
539,2023-01-01,19393,N296WN,3415,DEN,SJC,2105,2127,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:27:00-07:00,2023-01-01 21:05:00-07:00,2023-01-01 22:27:00-06:00,2023-01-01 22:05:00-06:00
558,2023-01-01,19393,N400WN,2870,DEN,MTJ,1030,1242,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:42:00-07:00,2023-01-01 10:30:00-07:00,2023-01-01 13:42:00-06:00,2023-01-01 11:30:00-06:00
561,2023-01-01,19393,N400WN,3674,DEN,PIT,1350,1609,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:09:00-07:00,2023-01-01 13:50:00-07:00,2023-01-01 17:09:00-06:00,2023-01-01 14:50:00-06:00
585,2023-01-01,19393,N406WN,2254,DEN,BNA,1615,1718,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:18:00-07:00,2023-01-01 16:15:00-07:00,2023-01-01 18:18:00-06:00,2023-01-01 17:15:00-06:00
587,2023-01-01,19393,N406WN,3639,DEN,OMA,0745,0859,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:59:00-07:00,2023-01-01 07:45:00-07:00,2023-01-01 09:59:00-06:00,2023-01-01 08:45:00-06:00
591,2023-01-01,19393,N407WN,540,DEN,LAS,0520,0521,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:21:00-07:00,2023-01-01 05:20:00-07:00,2023-01-01 06:21:00-06:00,2023-01-01 06:20:00-06:00
604,2023-01-01,19393,N409WN,2528,DEN,ORD,1610,1628,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:28:00-07:00,2023-01-01 16:10:00-07:00,2023-01-01 17:28:00-06:00,2023-01-01 17:10:00-06:00
612,2023-01-01,19393,N410WN,2023,DEN,LGB,1445,1512,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:12:00-07:00,2023-01-01 14:45:00-07:00,2023-01-01 16:12:00-06:00,2023-01-01 15:45:00-06:00
653,2023-01-01,19393,N418WN,784,DEN,ORD,0815,0812,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:12:00-07:00,2023-01-01 08:15:00-07:00,2023-01-01 09:12:00-06:00,2023-01-01 09:15:00-06:00
690,2023-01-01,19393,N425LV,1489,DEN,ICT,1145,1311,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:11:00-07:00,2023-01-01 11:45:00-07:00,2023-01-01 14:11:00-06:00,2023-01-01 12:45:00-06:00
692,2023-01-01,19393,N425LV,2519,DEN,LGA,1615,1738,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:38:00-07:00,2023-01-01 16:15:00-07:00,2023-01-01 18:38:00-06:00,2023-01-01 17:15:00-06:00
693,2023-01-01,19393,N425LV,698,DEN,SLC,0700,0657,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:57:00-07:00,2023-01-01 07:00:00-07:00,2023-01-01 07:57:00-06:00,2023-01-01 08:00:00-06:00
696,2023-01-01,19393,N426WN,1495,DEN,BWI,0600,0556,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:56:00-07:00,2023-01-01 06:00:00-07:00,2023-01-01 06:56:00-06:00,2023-01-01 07:00:00-06:00
704,2023-01-01,19393,N427WN,3237,DEN,SJC,1900,1954,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:54:00-07:00,2023-01-01 19:00:00-07:00,2023-01-01 20:54:00-06:00,2023-01-01 20:00:00-06:00
715,2023-01-01,19393,N431WN,2830,DEN,OKC,0615,0612,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:12:00-07:00,2023-01-01 06:15:00-07:00,2023-01-01 07:12:00-06:00,2023-01-01 07:15:00-06:00
739,2023-01-01,19393,N438WN,2813,DEN,MDW,1615,1705,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:05:00-07:00,2023-01-01 16:15:00-07:00,2023-01-01 18:05:00-06:00,2023-01-01 17:15:00-06:00
741,2023-01-01,19393,N438WN,3787,DEN,BZN,1115,1205,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:05:00-07:00,2023-01-01 11:15:00-07:00,2023-01-01 13:05:00-06:00,2023-01-01 12:15:00-06:00
786,2023-01-01,19393,N447WN,3201,DEN,PHX,1720,1745,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:45:00-07:00,2023-01-01 17:20:00-07:00,2023-01-01 18:45:00-06:00,2023-01-01 18:20:00-06:00
791,2023-01-01,19393,N448WN,2149,DEN,IAH,1600,1639,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:39:00-07:00,2023-01-01 16:00:00-07:00,2023-01-01 17:39:00-06:00,2023-01-01 17:00:00-06:00
805,2023-01-01,19393,N450WN,3612,DEN,AUS,1550,1643,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:43:00-07:00,2023-01-01 15:50:00-07:00,2023-01-01 17:43:00-06:00,2023-01-01 16:50:00-06:00
821,2023-01-01,19393,N454WN,3385,DEN,OMA,2020,2051,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:51:00-07:00,2023-01-01 20:20:00-07:00,2023-01-01 21:51:00-06:00,2023-01-01 21:20:00-06:00
825,2023-01-01,19393,N455WN,2712,DEN,BZN,0755,0801,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:01:00-07:00,2023-01-01 07:55:00-07:00,2023-01-01 09:01:00-06:00,2023-01-01 08:55:00-06:00
827,2023-01-01,19393,N455WN,2811,DEN,BUF,1915,1958,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:58:00-07:00,2023-01-01 19:15:00-07:00,2023-01-01 20:58:00-06:00,2023-01-01 20:15:00-06:00
830,2023-01-01,19393,N455WN,759,DEN,HOU,1245,1327,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:27:00-07:00,2023-01-01 12:45:00-07:00,2023-01-01 14:27:00-06:00,2023-01-01 13:45:00-06:00
840,2023-01-01,19393,N458WN,1035,DEN,TPA,0620,0623,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:23:00-07:00,2023-01-01 06:20:00-07:00,2023-01-01 07:23:00-06:00,2023-01-01 07:20:00-06:00
869,2023-01-01,19393,N462WN,3459,DEN,LAX,2200,2219,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:19:00-07:00,2023-01-01 22:00:00-07:00,2023-01-01 23:19:00-06:00,2023-01-01 23:00:00-06:00
874,2023-01-01,19393,N463WN,1050,DEN,SLC,1215,1329,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:29:00-07:00,2023-01-01 12:15:00-07:00,2023-01-01 14:29:00-06:00,2023-01-01 13:15:00-06:00
883,2023-01-01,19393,N465WN,276,DEN,SLC,1805,1902,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:02:00-07:00,2023-01-01 18:05:00-07:00,2023-01-01 20:02:00-06:00,2023-01-01 19:05:00-06:00
891,2023-01-01,19393,N467WN,973,DEN,HOU,2005,2028,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:28:00-07:00,2023-01-01 20:05:00-07:00,2023-01-01 21:28:00-06:00,2023-01-01 21:05:00-06:00
896,2023-01-01,19393,N468WN,372,DEN,MAF,1025,1021,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:21:00-07:00,2023-01-01 10:25:00-07:00,2023-01-01 11:21:00-06:00,2023-01-01 11:25:00-06:00
909,2023-01-01,19393,N472WN,617,DEN,SNA,1245,1752,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:52:00-07:00,2023-01-01 12:45:00-07:00,2023-01-01 18:52:00-06:00,2023-01-01 13:45:00-06:00
937,2023-01-01,19393,N477WN,884,DEN,DAL,1355,1410,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:10:00-07:00,2023-01-01 13:55:00-07:00,2023-01-01 15:10:00-06:00,2023-01-01 14:55:00-06:00
953,2023-01-01,19393,N480WN,1907,DEN,HDN,1445,1507,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:07:00-07:00,2023-01-01 14:45:00-07:00,2023-01-01 16:07:00-06:00,2023-01-01 15:45:00-06:00
955,2023-01-01,19393,N480WN,2061,DEN,GEG,0830,0833,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:33:00-07:00,2023-01-01 08:30:00-07:00,2023-01-01 09:33:00-06:00,2023-01-01 09:30:00-06:00
957,2023-01-01,19393,N480WN,363,DEN,MSP,1805,1804,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:04:00-07:00,2023-01-01 18:05:00-07:00,2023-01-01 19:04:00-06:00,2023-01-01 19:05:00-06:00
969,2023-01-01,19393,N482WN,397,DEN,ATL,1610,1628,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:28:00-07:00,2023-01-01 16:10:00-07:00,2023-01-01 17:28:00-06:00,2023-01-01 17:10:00-06:00
977,2023-01-01,19393,N483WN,920,DEN,LAS,2205,2202,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:02:00-07:00,2023-01-01 22:05:00-07:00,2023-01-01 23:02:00-06:00,2023-01-01 23:05:00-06:00
981,2023-01-01,19393,N484WN,3127,DEN,GEG,1430,1456,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:56:00-07:00,2023-01-01 14:30:00-07:00,2023-01-01 15:56:00-06:00,2023-01-01 15:30:00-06:00
989,2023-01-01,19393,N485WN,2182,DEN,IND,0515,0522,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:22:00-07:00,2023-01-01 05:15:00-07:00,2023-01-01 06:22:00-06:00,2023-01-01 06:15:00-06:00
998,2023-01-01,19393,N486WN,2959,DEN,PHX,1925,1935,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:35:00-07:00,2023-01-01 19:25:00-07:00,2023-01-01 20:35:00-06:00,2023-01-01 20:25:00-06:00
1012,2023-01-01,19393,N490WN,155,DEN,DSM,2055,2115,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:15:00-07:00,2023-01-01 20:55:00-07:00,2023-01-01 22:15:00-06:00,2023-01-01 21:55:00-06:00
1023,2023-01-01,19393,N492WN,3624,DEN,AUS,1725,1750,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:50:00-07:00,2023-01-01 17:25:00-07:00,2023-01-01 18:50:00-06:00,2023-01-01 18:25:00-06:00
1025,2023-01-01,19393,N493WN,2026,DEN,LAS,0725,0726,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:26:00-07:00,2023-01-01 07:25:00-07:00,2023-01-01 08:26:00-06:00,2023-01-01 08:25:00-06:00
1048,2023-01-01,19393,N497WN,1760,DEN,RNO,2155,2225,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:25:00-07:00,2023-01-01 21:55:00-07:00,2023-01-01 23:25:00-06:00,2023-01-01 22:55:00-06:00
1052,2023-01-01,19393,N497WN,915,DEN,AUS,0520,0517,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:17:00-07:00,2023-01-01 05:20:00-07:00,2023-01-01 06:17:00-06:00,2023-01-01 06:20:00-06:00
1069,2023-01-01,19393,N500WR,2723,DEN,HDN,0840,0941,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:41:00-07:00,2023-01-01 08:40:00-07:00,2023-01-01 10:41:00-06:00,2023-01-01 09:40:00-06:00
1070,2023-01-01,19393,N500WR,3101,DEN,MSP,1240,1308,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:08:00-07:00,2023-01-01 12:40:00-07:00,2023-01-01 14:08:00-06:00,2023-01-01 13:40:00-06:00
1096,2023-01-01,19393,N558WN,1880,DEN,OAK,2155,2234,KDEN,39.8617,-104.673,America/Denver,2023-01-01 22:34:00-07:00,2023-01-01 21:55:00-07:00,2023-01-01 23:34:00-06:00,2023-01-01 22:55:00-06:00
1105,2023-01-01,19393,N563WN,1557,DEN,MKE,1035,1026,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:26:00-07:00,2023-01-01 10:35:00-07:00,2023-01-01 11:26:00-06:00,2023-01-01 11:35:00-06:00
1108,2023-01-01,19393,N563WN,1770,DEN,DAL,1655,1717,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:17:00-07:00,2023-01-01 16:55:00-07:00,2023-01-01 18:17:00-06:00,2023-01-01 17:55:00-06:00
1114,2023-01-01,19393,N565WN,3572,DEN,LAS,1120,1217,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:17:00-07:00,2023-01-01 11:20:00-07:00,2023-01-01 13:17:00-06:00,2023-01-01 12:20:00-06:00
1123,2023-01-01,19393,N567WN,1122,DEN,MCI,1955,1953,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:53:00-07:00,2023-01-01 19:55:00-07:00,2023-01-01 20:53:00-06:00,2023-01-01 20:55:00-06:00
1127,2023-01-01,19393,N567WN,977,DEN,OMA,1525,1526,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:26:00-07:00,2023-01-01 15:25:00-07:00,2023-01-01 16:26:00-06:00,2023-01-01 16:25:00-06:00
1142,2023-01-01,19393,N729SW,254,DEN,PHX,1140,1216,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:16:00-07:00,2023-01-01 11:40:00-07:00,2023-01-01 13:16:00-06:00,2023-01-01 12:40:00-06:00
1153,2023-01-01,19393,N733SA,1163,DEN,SMF,0840,0841,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:41:00-07:00,2023-01-01 08:40:00-07:00,2023-01-01 09:41:00-06:00,2023-01-01 09:40:00-06:00
1157,2023-01-01,19393,N733SA,1626,DEN,BUR,1650,1741,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:41:00-07:00,2023-01-01 16:50:00-07:00,2023-01-01 18:41:00-06:00,2023-01-01 17:50:00-06:00
1168,2023-01-01,19393,N735SA,1584,DEN,LAS,2115,2110,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:10:00-07:00,2023-01-01 21:15:00-07:00,2023-01-01 22:10:00-06:00,2023-01-01 22:15:00-06:00
1190,2023-01-01,19393,N747SA,824,DEN,LGB,1820,1858,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:58:00-07:00,2023-01-01 18:20:00-07:00,2023-01-01 19:58:00-06:00,2023-01-01 19:20:00-06:00
1205,2023-01-01,19393,N749SW,44,DEN,BNA,2115,2155,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:55:00-07:00,2023-01-01 21:15:00-07:00,2023-01-01 22:55:00-06:00,2023-01-01 22:15:00-06:00
1212,2023-01-01,19393,N751SW,173,DEN,LAX,0915,0910,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:10:00-07:00,2023-01-01 09:15:00-07:00,2023-01-01 10:10:00-06:00,2023-01-01 10:15:00-06:00
1216,2023-01-01,19393,N751SW,3468,DEN,ABQ,1535,1636,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:36:00-07:00,2023-01-01 15:35:00-07:00,2023-01-01 17:36:00-06:00,2023-01-01 16:35:00-06:00
1248,2023-01-01,19393,N760SW,605,DEN,BNA,1905,1936,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:36:00-07:00,2023-01-01 19:05:00-07:00,2023-01-01 20:36:00-06:00,2023-01-01 20:05:00-06:00
1258,2023-01-01,19393,N763SW,418,DEN,CLE,1450,1528,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:28:00-07:00,2023-01-01 14:50:00-07:00,2023-01-01 16:28:00-06:00,2023-01-01 15:50:00-06:00
1264,2023-01-01,19393,N765SW,1743,DEN,HDN,1055,1054,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:54:00-07:00,2023-01-01 10:55:00-07:00,2023-01-01 11:54:00-06:00,2023-01-01 11:55:00-06:00
1266,2023-01-01,19393,N765SW,2678,DEN,SLC,1420,1533,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:33:00-07:00,2023-01-01 14:20:00-07:00,2023-01-01 16:33:00-06:00,2023-01-01 15:20:00-06:00
1275,2023-01-01,19393,N769SW,1044,DEN,ONT,1840,1929,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:29:00-07:00,2023-01-01 18:40:00-07:00,2023-01-01 20:29:00-06:00,2023-01-01 19:40:00-06:00
1295,2023-01-01,19393,N7715E,4005,DEN,SEA,0615,0614,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:14:00-07:00,2023-01-01 06:15:00-07:00,2023-01-01 07:14:00-06:00,2023-01-01 07:15:00-06:00
1305,2023-01-01,19393,N7721E,3129,DEN,COS,1730,1751,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:51:00-07:00,2023-01-01 17:30:00-07:00,2023-01-01 18:51:00-06:00,2023-01-01 18:30:00-06:00
1330,2023-01-01,19393,N7725A,727,DEN,MCI,0750,0858,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:58:00-07:00,2023-01-01 07:50:00-07:00,2023-01-01 09:58:00-06:00,2023-01-01 08:50:00-06:00
1344,2023-01-01,19393,N7728D,645,DEN,SLC,0830,0837,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:37:00-07:00,2023-01-01 08:30:00-07:00,2023-01-01 09:37:00-06:00,2023-01-01 09:30:00-06:00
1368,2023-01-01,19393,N7733B,4454,DEN,SLC,0950,0953,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:53:00-07:00,2023-01-01 09:50:00-07:00,2023-01-01 10:53:00-06:00,2023-01-01 10:50:00-06:00
1381,2023-01-01,19393,N7735A,2230,DEN,DAL,1810,1832,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:32:00-07:00,2023-01-01 18:10:00-07:00,2023-01-01 19:32:00-06:00,2023-01-01 19:10:00-06:00
1391,2023-01-01,19393,N7736A,971,DEN,OAK,0510,0519,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:19:00-07:00,2023-01-01 05:10:00-07:00,2023-01-01 06:19:00-06:00,2023-01-01 06:10:00-06:00
