index,FL_DATE,OP_CARRIER_AIRLINE_ID,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,ICAO,LATITUDE,LONGITUDE,LOCAL_TIMEZONE,ACTL_DEP_TIME_DATE,SCHD_DEP_TIME_DATE,ACTL_DEP_TIME_DATE_CENT,SCHD_DEP_TIME_DATE_CENT
3590,2023-01-01,19393,N907WN,172,DEN,ORD,0650,0651,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:51:00-07:00,2023-01-01 06:50:00-07:00,2023-01-01 07:51:00-06:00,2023-01-01 07:50:00-06:00
3625,2023-01-01,19393,N914WN,2769,DEN,LAS,1400,1411,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:11:00-07:00,2023-01-01 14:00:00-07:00,2023-01-01 15:11:00-06:00,2023-01-01 15:00:00-06:00
3684,2023-01-01,19393,N927WN,1220,DEN,BWI,1810,1842,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:42:00-07:00,2023-01-01 18:10:00-07:00,2023-01-01 19:42:00-06:00,2023-01-01 19:10:00-06:00
3695,2023-01-01,19393,N928WN,2172,DEN,ABQ,1740,1736,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:36:00-07:00,2023-01-01 17:40:00-07:00,2023-01-01 18:36:00-06:00,2023-01-01 18:40:00-06:00
3697,2023-01-01,19393,N929WN,2243,DEN,PHL,1435,1454,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:54:00-07:00,2023-01-01 14:35:00-07:00,2023-01-01 15:54:00-06:00,2023-01-01 15:35:00-06:00
3751,2023-01-01,19393,N940WN,581,DEN,SAN,1635,1649,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:49:00-07:00,2023-01-01 16:35:00-07:00,2023-01-01 17:49:00-06:00,2023-01-01 17:35:00-06:00
3771,2023-01-01,19393,N944WN,1464,DEN,LAX,2030,2042,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:42:00-07:00,2023-01-01 20:30:00-07:00,2023-01-01 21:42:00-06:00,2023-01-01 21:30:00-06:00
3784,2023-01-01,19393,N946WN,1442,DEN,OAK,1655,1739,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:39:00-07:00,2023-01-01 16:55:00-07:00,2023-01-01 18:39:00-06:00,2023-01-01 17:55:00-06:00
3796,2023-01-01,19393,N948WN,3505,DEN,SJC,0515,0533,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:33:00-07:00,2023-01-01 05:15:00-07:00,2023-01-01 06:33:00-06:00,2023-01-01 06:15:00-06:00
3805,2023-01-01,19393,N949WN,3474,DEN,SAT,1110,1125,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:25:00-07:00,2023-01-01 11:10:00-07:00,2023-01-01 12:25:00-06:00,2023-01-01 12:10:00-06:00
3808,2023-01-01,19393,N950WN,1049,DEN,TUL,2005,2057,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:57:00-07:00,2023-01-01 20:05:00-07:00,2023-01-01 21:57:00-06:00,2023-01-01 21:05:00-06:00
3849,2023-01-01,19393,N957WN,3242,DEN,SMF,1855,2043,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:43:00-07:00,2023-01-01 18:55:00-07:00,2023-01-01 21:43:00-06:00,2023-01-01 19:55:00-06:00
3853,2023-01-01,19393,N958WN,2785,DEN,ORD,1055,1102,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:02:00-07:00,2023-01-01 10:55:00-07:00,2023-01-01 12:02:00-06:00,2023-01-01 11:55:00-06:00
3876,2023-01-01,19393,N963WN,1111,DEN,BUR,0815,0808,KDEN,39.8617,-104.673,America/Denver,2023-01-01 08:08:00-07:00,2023-01-01 08:15:00-07:00,2023-01-01 09:08:00-06:00,2023-01-01 09:15:00-06:00
3883,2023-01-01,19393,N964WN,3706,DEN,BUR,1945,1952,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:52:00-07:00,2023-01-01 19:45:00-07:00,2023-01-01 20:52:00-06:00,2023-01-01 20:45:00-06:00
3903,2023-01-01,19393,N967WN,1826,DEN,PSP,1450,1457,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:57:00-07:00,2023-01-01 14:50:00-07:00,2023-01-01 15:57:00-06:00,2023-01-01 15:50:00-06:00
4148,2023-01-01,19790,N103DU,1130,DEN,SEA,1232,1231,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:31:00-07:00,2023-01-01 12:32:00-07:00,2023-01-01 13:31:00-06:00,2023-01-01 13:32:00-06:00
4212,2023-01-01,19790,N114DN,1318,DEN,MSP,1615,1614,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:14:00-07:00,2023-01-01 16:15:00-07:00,2023-01-01 17:14:00-06:00,2023-01-01 17:15:00-06:00
4246,2023-01-01,19790,N120DN,1001,DEN,ATL,0545,0550,KDEN,39.8617,-104.673,America/Denver,2023-01-01 05:50:00-07:00,2023-01-01 05:45:00-07:00,2023-01-01 06:50:00-06:00,2023-01-01 06:45:00-06:00
4247,2023-01-01,19790,N120DN,1282,DEN,DTW,1520,1519,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:19:00-07:00,2023-01-01 15:20:00-07:00,2023-01-01 16:19:00-06:00,2023-01-01 16:20:00-06:00
4291,2023-01-01,19790,N127DU,1403,DEN,LAX,1251,1249,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:49:00-07:00,2023-01-01 12:51:00-07:00,2023-01-01 13:49:00-06:00,2023-01-01 13:51:00-06:00
4436,2023-01-01,19790,N306DN,2486,DEN,ATL,0700,0700,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:00:00-07:00,2023-01-01 07:00:00-07:00,2023-01-01 08:00:00-06:00,2023-01-01 08:00:00-06:00
4463,2023-01-01,19790,N310DU,2061,DEN,SEA,0620,0632,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:32:00-07:00,2023-01-01 06:20:00-07:00,2023-01-01 07:32:00-06:00,2023-01-01 07:20:00-06:00
4482,2023-01-01,19790,N313DU,2513,DEN,SLC,0700,0702,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:02:00-07:00,2023-01-01 07:00:00-07:00,2023-01-01 08:02:00-06:00,2023-01-01 08:00:00-06:00
4509,2023-01-01,19790,N319US,2980,DEN,LAX,1755,1958,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:58:00-07:00,2023-01-01 17:55:00-07:00,2023-01-01 20:58:00-06:00,2023-01-01 18:55:00-06:00
4537,2023-01-01,19790,N324DX,2663,DEN,DTW,0640,0637,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:37:00-07:00,2023-01-01 06:40:00-07:00,2023-01-01 07:37:00-06:00,2023-01-01 07:40:00-06:00
4610,2023-01-01,19790,N333NW,1176,DEN,MSP,1123,1148,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:48:00-07:00,2023-01-01 11:23:00-07:00,2023-01-01 12:48:00-06:00,2023-01-01 12:23:00-06:00
4707,2023-01-01,19790,N344DN,982,DEN,ATL,1600,1634,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:34:00-07:00,2023-01-01 16:00:00-07:00,2023-01-01 17:34:00-06:00,2023-01-01 17:00:00-06:00
4747,2023-01-01,19790,N349DX,527,DEN,ATL,0058,0052,KDEN,39.8617,-104.673,America/Denver,2023-01-01 00:52:00-07:00,2023-01-01 00:58:00-07:00,2023-01-01 01:52:00-06:00,2023-01-01 01:58:00-06:00
4794,2023-01-01,19790,N355DN,818,DEN,ATL,1135,1145,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:45:00-07:00,2023-01-01 11:35:00-07:00,2023-01-01 12:45:00-06:00,2023-01-01 12:35:00-06:00
4901,2023-01-01,19790,N366DX,1284,DEN,ATL,0905,0913,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:13:00-07:00,2023-01-01 09:05:00-07:00,2023-01-01 10:13:00-06:00,2023-01-01 10:05:00-06:00
4970,2023-01-01,19790,N3736C,1655,DEN,LGA,0918,0919,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:19:00-07:00,2023-01-01 09:18:00-07:00,2023-01-01 10:19:00-06:00,2023-01-01 10:18:00-06:00
5027,2023-01-01,19790,N3758Y,2835,DEN,SLC,1244,1356,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:56:00-07:00,2023-01-01 12:44:00-07:00,2023-01-01 14:56:00-06:00,2023-01-01 13:44:00-06:00
5054,2023-01-01,19790,N376DN,1199,DEN,MSP,0600,0605,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:05:00-07:00,2023-01-01 06:00:00-07:00,2023-01-01 07:05:00-06:00,2023-01-01 07:00:00-06:00
5107,2023-01-01,19790,N383DN,2383,DEN,SLC,1759,1838,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:38:00-07:00,2023-01-01 17:59:00-07:00,2023-01-01 19:38:00-06:00,2023-01-01 18:59:00-06:00
5115,2023-01-01,19790,N384DN,913,DEN,DTW,1105,1105,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:05:00-07:00,2023-01-01 11:05:00-07:00,2023-01-01 12:05:00-06:00,2023-01-01 12:05:00-06:00
5229,2023-01-01,19790,N521DT,902,DEN,BOS,1140,1159,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:59:00-07:00,2023-01-01 11:40:00-07:00,2023-01-01 12:59:00-06:00,2023-01-01 12:40:00-06:00
5475,2023-01-01,19790,N721TW,2895,DEN,JFK,1250,1325,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:25:00-07:00,2023-01-01 12:50:00-07:00,2023-01-01 14:25:00-06:00,2023-01-01 13:50:00-06:00
5676,2023-01-01,19790,N886DN,1286,DEN,MSP,1405,1444,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:44:00-07:00,2023-01-01 14:05:00-07:00,2023-01-01 15:44:00-06:00,2023-01-01 15:05:00-06:00
5681,2023-01-01,19790,N891DN,1211,DEN,LAX,0615,0615,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:15:00-07:00,2023-01-01 06:15:00-07:00,2023-01-01 07:15:00-06:00,2023-01-01 07:15:00-06:00
6059,2023-01-01,19805,N122NN,2357,DEN,DFW,1051,1048,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:48:00-07:00,2023-01-01 10:51:00-07:00,2023-01-01 11:48:00-06:00,2023-01-01 11:51:00-06:00
6095,2023-01-01,19805,N125UW,1991,DEN,PHX,1200,1217,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:17:00-07:00,2023-01-01 12:00:00-07:00,2023-01-01 13:17:00-06:00,2023-01-01 13:00:00-06:00
6104,2023-01-01,19805,N128AN,2867,DEN,PHL,2359,0013,KDEN,39.8617,-104.673,America/Denver,2023-01-01 00:13:00-07:00,2023-01-01 23:59:00-07:00,2023-01-01 01:13:00-06:00,2023-01-02 00:59:00-06:00
6149,2023-01-01,19805,N142AN,1725,DEN,DFW,1259,1343,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:43:00-07:00,2023-01-01 12:59:00-07:00,2023-01-01 14:43:00-06:00,2023-01-01 13:59:00-06:00
6197,2023-01-01,19805,N154AA,1832,DEN,DFW,1653,1735,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:35:00-07:00,2023-01-01 16:53:00-07:00,2023-01-01 18:35:00-06:00,2023-01-01 17:53:00-06:00
6212,2023-01-01,19805,N157UW,286,DEN,CLT,1015,1009,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:09:00-07:00,2023-01-01 10:15:00-07:00,2023-01-01 11:09:00-06:00,2023-01-01 11:15:00-06:00
6267,2023-01-01,19805,N170US,1654,DEN,CLT,2359,0122,KDEN,39.8617,-104.673,America/Denver,2023-01-01 01:22:00-07:00,2023-01-01 23:59:00-07:00,2023-01-01 02:22:00-06:00,2023-01-02 00:59:00-06:00
6299,2023-01-01,19805,N180US,1322,DEN,DFW,1839,1908,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:08:00-07:00,2023-01-01 18:39:00-07:00,2023-01-01 20:08:00-06:00,2023-01-01 19:39:00-06:00
6467,2023-01-01,19805,N354PT,2771,DEN,ORD,0800,0757,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:57:00-07:00,2023-01-01 08:00:00-07:00,2023-01-01 08:57:00-06:00,2023-01-01 09:00:00-06:00
6516,2023-01-01,19805,N411AN,2370,DEN,MIA,1100,1115,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:15:00-07:00,2023-01-01 11:00:00-07:00,2023-01-01 12:15:00-06:00,2023-01-01 12:00:00-06:00
6529,2023-01-01,19805,N417AN,1067,DEN,DFW,0700,0657,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:57:00-07:00,2023-01-01 07:00:00-07:00,2023-01-01 07:57:00-06:00,2023-01-01 08:00:00-06:00
6648,2023-01-01,19805,N457AM,500,DEN,MIA,0020,0018,KDEN,39.8617,-104.673,America/Denver,2023-01-01 00:18:00-07:00,2023-01-01 00:20:00-07:00,2023-01-01 01:18:00-06:00,2023-01-01 01:20:00-06:00
6733,2023-01-01,19805,N544UW,1830,DEN,CLT,1411,1423,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:23:00-07:00,2023-01-01 14:11:00-07:00,2023-01-01 15:23:00-06:00,2023-01-01 15:11:00-06:00
6809,2023-01-01,19805,N578UW,1321,DEN,DFW,1452,1451,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:51:00-07:00,2023-01-01 14:52:00-07:00,2023-01-01 15:51:00-06:00,2023-01-01 15:52:00-06:00
7215,2023-01-01,19805,N807NN,2368,DEN,ORD,1232,1231,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:31:00-07:00,2023-01-01 12:32:00-07:00,2023-01-01 13:31:00-06:00,2023-01-01 13:32:00-06:00
7339,2023-01-01,19805,N829NN,1926,DEN,PHX,1842,1927,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:27:00-07:00,2023-01-01 18:42:00-07:00,2023-01-01 20:27:00-06:00,2023-01-01 19:42:00-06:00
7542,2023-01-01,19805,N887NN,2361,DEN,ORD,1602,1619,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:19:00-07:00,2023-01-01 16:02:00-07:00,2023-01-01 17:19:00-06:00,2023-01-01 17:02:00-06:00
7718,2023-01-01,19805,N915US,2372,DEN,CLT,1615,1618,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:18:00-07:00,2023-01-01 16:15:00-07:00,2023-01-01 17:18:00-06:00,2023-01-01 17:15:00-06:00
8064,2023-01-01,19805,N972UY,1320,DEN,DFW,0800,0754,KDEN,39.8617,-104.673,America/Denver,2023-01-01 07:54:00-07:00,2023-01-01 08:00:00-07:00,2023-01-01 08:54:00-06:00,2023-01-01 09:00:00-06:00
8093,2023-01-01,19805,N976UY,573,DEN,CLT,0700,0653,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:53:00-07:00,2023-01-01 07:00:00-07:00,2023-01-01 07:53:00-06:00,2023-01-01 08:00:00-06:00
8134,2023-01-01,19805,N982NN,1402,DEN,AUS,1131,1124,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:24:00-07:00,2023-01-01 11:31:00-07:00,2023-01-01 12:24:00-06:00,2023-01-01 12:31:00-06:00
8149,2023-01-01,19805,N986AN,2908,DEN,PHL,1215,1211,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:11:00-07:00,2023-01-01 12:15:00-07:00,2023-01-01 13:11:00-06:00,2023-01-01 13:15:00-06:00
8342,2023-01-01,19930,N302AS,682,DEN,SEA,1145,1208,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:08:00-07:00,2023-01-01 11:45:00-07:00,2023-01-01 13:08:00-06:00,2023-01-01 12:45:00-06:00
8388,2023-01-01,19930,N409AS,590,DEN,PDX,1900,1907,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:07:00-07:00,2023-01-01 19:00:00-07:00,2023-01-01 20:07:00-06:00,2023-01-01 20:00:00-06:00
8438,2023-01-01,19930,N468AS,620,DEN,SEA,1455,1446,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:46:00-07:00,2023-01-01 14:55:00-07:00,2023-01-01 15:46:00-06:00,2023-01-01 15:55:00-06:00
8572,2023-01-01,19930,N558AS,556,DEN,SEA,1730,1746,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:46:00-07:00,2023-01-01 17:30:00-07:00,2023-01-01 18:46:00-06:00,2023-01-01 18:30:00-06:00
8645,2023-01-01,19930,N611AS,1474,DEN,SEA,2020,2013,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:13:00-07:00,2023-01-01 20:20:00-07:00,2023-01-01 21:13:00-06:00,2023-01-01 21:20:00-06:00
8867,2023-01-01,19977,N12218,1103,DEN,BOS,0950,0947,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:47:00-07:00,2023-01-01 09:50:00-07:00,2023-01-01 10:47:00-06:00,2023-01-01 10:50:00-06:00
8870,2023-01-01,19977,N12218,2651,DEN,SEA,2057,2113,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:13:00-07:00,2023-01-01 20:57:00-07:00,2023-01-01 22:13:00-06:00,2023-01-01 21:57:00-06:00
8873,2023-01-01,19977,N12221,2601,DEN,RSW,0953,1012,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:12:00-07:00,2023-01-01 09:53:00-07:00,2023-01-01 11:12:00-06:00,2023-01-01 10:53:00-06:00
8892,2023-01-01,19977,N13248,415,DEN,SBA,1145,1143,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:43:00-07:00,2023-01-01 11:45:00-07:00,2023-01-01 12:43:00-06:00,2023-01-01 12:45:00-06:00
8923,2023-01-01,19977,N14237,540,DEN,SAN,1935,2026,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:26:00-07:00,2023-01-01 19:35:00-07:00,2023-01-01 21:26:00-06:00,2023-01-01 20:35:00-06:00
8927,2023-01-01,19977,N14242,2153,DEN,SNA,1326,1322,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:22:00-07:00,2023-01-01 13:26:00-07:00,2023-01-01 14:22:00-06:00,2023-01-01 14:26:00-06:00
8931,2023-01-01,19977,N14249,366,DEN,AUS,1805,1806,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:06:00-07:00,2023-01-01 18:05:00-07:00,2023-01-01 19:06:00-06:00,2023-01-01 19:05:00-06:00
8959,2023-01-01,19977,N16234,1045,DEN,IAD,0615,0610,KDEN,39.8617,-104.673,America/Denver,2023-01-01 06:10:00-07:00,2023-01-01 06:15:00-07:00,2023-01-01 07:10:00-06:00,2023-01-01 07:15:00-06:00
8975,2023-01-01,19977,N17104,683,DEN,SFO,1601,1625,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:25:00-07:00,2023-01-01 16:01:00-07:00,2023-01-01 17:25:00-06:00,2023-01-01 17:01:00-06:00
9012,2023-01-01,19977,N17529,478,DEN,ORD,1510,1507,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:07:00-07:00,2023-01-01 15:10:00-07:00,2023-01-01 16:07:00-06:00,2023-01-01 16:10:00-06:00
9028,2023-01-01,19977,N18220,1144,DEN,MCI,0940,0941,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:41:00-07:00,2023-01-01 09:40:00-07:00,2023-01-01 10:41:00-06:00,2023-01-01 10:40:00-06:00
9030,2023-01-01,19977,N18220,1765,DEN,HDN,1905,2053,KDEN,39.8617,-104.673,America/Denver,2023-01-01 20:53:00-07:00,2023-01-01 19:05:00-07:00,2023-01-01 21:53:00-06:00,2023-01-01 20:05:00-06:00
9032,2023-01-01,19977,N18220,2491,DEN,ABQ,1402,1447,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:47:00-07:00,2023-01-01 14:02:00-07:00,2023-01-01 15:47:00-06:00,2023-01-01 15:02:00-06:00
9047,2023-01-01,19977,N19130,2307,DEN,LIH,1150,1146,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:46:00-07:00,2023-01-01 11:50:00-07:00,2023-01-01 12:46:00-06:00,2023-01-01 12:50:00-06:00
9049,2023-01-01,19977,N19141,1591,DEN,EWR,1005,1026,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:26:00-07:00,2023-01-01 10:05:00-07:00,2023-01-01 11:26:00-06:00,2023-01-01 11:05:00-06:00
9054,2023-01-01,19977,N210UA,1736,DEN,OGG,1155,1209,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:09:00-07:00,2023-01-01 11:55:00-07:00,2023-01-01 13:09:00-06:00,2023-01-01 12:55:00-06:00
9066,2023-01-01,19977,N213UA,384,DEN,HNL,1200,1204,KDEN,39.8617,-104.673,America/Denver,2023-01-01 12:04:00-07:00,2023-01-01 12:00:00-07:00,2023-01-01 13:04:00-06:00,2023-01-01 13:00:00-06:00
9071,2023-01-01,19977,N215UA,1898,DEN,ORD,1753,1804,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:04:00-07:00,2023-01-01 17:53:00-07:00,2023-01-01 19:04:00-06:00,2023-01-01 18:53:00-06:00
9073,2023-01-01,19977,N215UA,699,DEN,IAH,0950,0952,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:52:00-07:00,2023-01-01 09:50:00-07:00,2023-01-01 10:52:00-06:00,2023-01-01 10:50:00-06:00
9081,2023-01-01,19977,N220UA,1758,DEN,KOA,1145,1158,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:58:00-07:00,2023-01-01 11:45:00-07:00,2023-01-01 12:58:00-06:00,2023-01-01 12:45:00-06:00
9126,2023-01-01,19977,N26208,295,DEN,GEG,1115,1120,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:20:00-07:00,2023-01-01 11:15:00-07:00,2023-01-01 12:20:00-06:00,2023-01-01 12:15:00-06:00
9127,2023-01-01,19977,N26208,773,DEN,BNA,1750,1836,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:36:00-07:00,2023-01-01 17:50:00-07:00,2023-01-01 19:36:00-06:00,2023-01-01 18:50:00-06:00
9133,2023-01-01,19977,N26226,1824,DEN,FCA,1115,1335,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:35:00-07:00,2023-01-01 11:15:00-07:00,2023-01-01 14:35:00-06:00,2023-01-01 12:15:00-06:00
9136,2023-01-01,19977,N26226,696,DEN,FCA,1913,1919,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:19:00-07:00,2023-01-01 19:13:00-07:00,2023-01-01 20:19:00-06:00,2023-01-01 20:13:00-06:00
9138,2023-01-01,19977,N26232,243,DEN,TPA,1550,1549,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:49:00-07:00,2023-01-01 15:50:00-07:00,2023-01-01 16:49:00-06:00,2023-01-01 16:50:00-06:00
9146,2023-01-01,19977,N26970,467,DEN,EWR,1330,1405,KDEN,39.8617,-104.673,America/Denver,2023-01-01 14:05:00-07:00,2023-01-01 13:30:00-07:00,2023-01-01 15:05:00-06:00,2023-01-01 14:30:00-06:00
9148,2023-01-01,19977,N27205,2188,DEN,FLL,1059,1118,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:18:00-07:00,2023-01-01 10:59:00-07:00,2023-01-01 12:18:00-06:00,2023-01-01 11:59:00-06:00
9153,2023-01-01,19977,N27246,2408,DEN,IAD,1603,1601,KDEN,39.8617,-104.673,America/Denver,2023-01-01 16:01:00-07:00,2023-01-01 16:03:00-07:00,2023-01-01 17:01:00-06:00,2023-01-01 17:03:00-06:00
9154,2023-01-01,19977,N27246,2620,DEN,HDN,1145,1144,KDEN,39.8617,-104.673,America/Denver,2023-01-01 11:44:00-07:00,2023-01-01 11:45:00-07:00,2023-01-01 12:44:00-06:00,2023-01-01 12:45:00-06:00
9159,2023-01-01,19977,N27252,1812,DEN,EWR,1853,1903,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:03:00-07:00,2023-01-01 18:53:00-07:00,2023-01-01 20:03:00-06:00,2023-01-01 19:53:00-06:00
9164,2023-01-01,19977,N27253,520,DEN,PHX,1542,1537,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:37:00-07:00,2023-01-01 15:42:00-07:00,2023-01-01 16:37:00-06:00,2023-01-01 16:42:00-06:00
9166,2023-01-01,19977,N27255,489,DEN,IAH,1522,1522,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:22:00-07:00,2023-01-01 15:22:00-07:00,2023-01-01 16:22:00-06:00,2023-01-01 16:22:00-06:00
9218,2023-01-01,19977,N27421,475,DEN,IAH,1920,1922,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:22:00-07:00,2023-01-01 19:20:00-07:00,2023-01-01 20:22:00-06:00,2023-01-01 20:20:00-06:00
9222,2023-01-01,19977,N27477,530,DEN,SEA,1345,1343,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:43:00-07:00,2023-01-01 13:45:00-07:00,2023-01-01 14:43:00-06:00,2023-01-01 14:45:00-06:00
9223,2023-01-01,19977,N27477,772,DEN,PHX,2055,2129,KDEN,39.8617,-104.673,America/Denver,2023-01-01 21:29:00-07:00,2023-01-01 20:55:00-07:00,2023-01-01 22:29:00-06:00,2023-01-01 21:55:00-06:00
9228,2023-01-01,19977,N27509,1211,DEN,PIT,1747,1802,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:02:00-07:00,2023-01-01 17:47:00-07:00,2023-01-01 19:02:00-06:00,2023-01-01 18:47:00-06:00
9253,2023-01-01,19977,N27539,327,DEN,MCO,1557,1557,KDEN,39.8617,-104.673,America/Denver,2023-01-01 15:57:00-07:00,2023-01-01 15:57:00-07:00,2023-01-01 16:57:00-06:00,2023-01-01 16:57:00-06:00
9264,2023-01-01,19977,N28457,763,DEN,ORD,0940,0953,KDEN,39.8617,-104.673,America/Denver,2023-01-01 09:53:00-07:00,2023-01-01 09:40:00-07:00,2023-01-01 10:53:00-06:00,2023-01-01 10:40:00-06:00
9270,2023-01-01,19977,N28478,2378,DEN,BZN,1330,1324,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:24:00-07:00,2023-01-01 13:30:00-07:00,2023-01-01 14:24:00-06:00,2023-01-01 14:30:00-06:00
9271,2023-01-01,19977,N28478,594,DEN,PHX,1915,1939,KDEN,39.8617,-104.673,America/Denver,2023-01-01 19:39:00-07:00,2023-01-01 19:15:00-07:00,2023-01-01 20:39:00-06:00,2023-01-01 20:15:00-06:00
9291,2023-01-01,19977,N33203,1199,DEN,IND,1749,1746,KDEN,39.8617,-104.673,America/Denver,2023-01-01 17:46:00-07:00,2023-01-01 17:49:00-07:00,2023-01-01 18:46:00-06:00,2023-01-01 18:49:00-06:00
9293,2023-01-01,19977,N33203,2432,DEN,GRR,1006,1005,KDEN,39.8617,-104.673,America/Denver,2023-01-01 10:05:00-07:00,2023-01-01 10:06:00-07:00,2023-01-01 11:05:00-06:00,2023-01-01 11:06:00-06:00
9299,2023-01-01,19977,N33262,313,DEN,IAH,1340,1337,KDEN,39.8617,-104.673,America/Denver,2023-01-01 13:37:00-07:00,2023-01-01 13:40:00-07:00,2023-01-01 14:37:00-06:00,2023-01-01 14:40:00-06:00
9303,2023-01-01,19977,N33264,465,DEN,DSM,1735,1807,KDEN,39.8617,-104.673,America/Denver,2023-01-01 18:07:00-07:00,2023-01-01 17:35:00-07:00,2023-01-01 19:07:00-06:00,2023-01-01 18:35:00-06:00
