date,wind_speed,wind_gust,ceiling,visibility,temp,dew_pnt,pressure
2015-01-01 00:53:00,5,15,22000,16093,-17,-83,10322
2015-01-01 01:53:00,5,15,22000,16093,-11,-89,10319
2015-01-01 15:53:00,5,21,1433,16093,6,-39,10294
2015-01-01 18:53:00,5,26,1372,16093,33,-78,10261
2015-01-01 20:53:00,5,21,1372,16093,44,-61,10262
2015-01-01 21:53:00,5,15,1494,16093,50,-56,10263
2015-01-01 22:53:00,5,15,1372,16093,44,-44,10263
2015-01-02 00:53:00,5,15,1676,16093,39,-28,10274
2015-01-02 01:53:00,5,31,1402,16093,44,-28,10272
2015-01-02 02:53:00,5,21,1524,16093,44,-17,10270
2015-01-02 14:53:00,5,21,518,16093,44,11,10276
2015-01-02 17:53:00,5,31,152,4828,44,33,10263
2015-01-02 18:53:00,5,15,152,4023,50,39,10260
2015-01-02 19:53:00,5,21,152,2414,50,39,10261
2015-01-02 20:53:00,5,31,152,8047,56,44,10254
2015-01-02 21:53:00,5,26,152,14484,56,44,10251
2015-01-02 22:53:00,5,15,152,16093,61,50,10251
2015-01-02 23:53:00,5,21,213,16093,61,50,10248
2015-01-03 00:53:00,5,21,945,16093,61,50,10245
2015-01-03 01:53:00,5,15,732,11265,61,56,10243
2015-01-03 03:53:00,5,21,122,2414,61,56,10223
2015-01-03 07:53:00,5,21,305,3219,72,72,10191
2015-01-03 09:53:00,5,21,183,9656,89,89,10184
2015-01-03 10:53:00,5,26,122,4023,100,94,10173
2015-01-03 11:53:00,5,51,183,14484,122,117,10170
2015-01-03 12:53:00,5,57,244,16093,128,117,10169
2015-01-03 13:53:00,5,88,244,11265,133,117,10166
2015-01-03 14:53:00,5,72,305,16093,133,122,10168
2015-01-03 15:53:00,5,67,305,16093,144,128,10163
2015-01-03 16:53:00,5,67,335,16093,150,133,10156
2015-01-03 17:53:00,5,77,457,16093,161,144,10146
2015-01-03 18:53:00,5,82,396,16093,167,144,10139
2015-01-03 19:53:00,5,77,488,16093,172,144,10135
2015-01-03 20:53:00,5,31,305,6437,161,150,10141
2015-01-03 21:53:00,5,41,2134,16093,156,150,10139
2015-01-03 22:53:00,5,41,1524,16093,156,150,10138
2015-01-03 23:53:00,5,41,2286,16093,156,144,10135
2015-01-04 00:53:00,5,31,2743,11265,150,144,10133
2015-01-04 01:53:00,5,46,2286,9656,156,144,10130
2015-01-04 02:53:00,5,77,2896,16093,156,144,10122
2015-01-04 03:53:00,5,31,3353,16093,156,144,10105
2015-01-04 04:53:00,5,26,366,16093,150,144,10111
2015-01-04 05:53:00,5,46,671,14484,156,144,10109
2015-01-04 06:53:00,5,62,488,16093,167,150,10100
2015-01-04 07:53:00,5,67,549,16093,172,150,10101
2015-01-04 08:53:00,5,41,945,8047,161,144,10116
2015-01-04 09:53:00,5,67,610,16093,144,111,10121
2015-01-04 10:53:00,5,36,823,16093,128,100,10131
2015-01-04 11:53:00,5,57,671,16093,111,67,10147
2015-01-04 13:53:00,5,31,1128,16093,100,50,10171
2015-01-04 14:53:00,5,46,1006,16093,94,44,10185
2015-01-04 15:53:00,5,36,853,16093,83,28,10191
2015-01-04 16:53:00,5,51,1158,16093,89,22,10193
2015-01-04 17:53:00,5,46,1067,16093,89,17,10195
2015-01-04 18:53:00,5,46,1158,16093,89,17,10204
2015-01-04 19:53:00,5,41,1372,16093,83,22,10216
2015-01-04 20:53:00,5,46,1829,16093,78,39,10232
2015-01-04 21:53:00,5,41,1372,16093,61,28,10247
2015-01-04 22:53:00,5,51,701,16093,50,11,10260
2015-01-04 23:53:00,5,57,1219,16093,50,6,10273
2015-01-05 00:53:00,5,46,1280,16093,44,0,10292
2015-01-05 01:53:00,5,51,1463,16093,39,-6,10301
2015-01-05 02:53:00,5,67,640,16093,17,-22,10314
2015-01-05 03:53:00,5,77,579,16093,0,-39,10326
2015-01-05 04:53:00,5,77,579,16093,-17,-56,10340
2015-01-05 05:53:00,5,46,579,16093,-22,-67,10346
2015-01-05 06:53:00,5,57,640,16093,-22,-72,10360
2015-01-05 07:53:00,5,51,701,16093,-33,-78,10364
2015-01-05 08:53:00,5,51,701,16093,-44,-94,10371
2015-01-05 09:53:00,5,46,22000,16093,-50,-100,10371
2015-01-05 10:53:00,5,41,22000,16093,-56,-100,10380
2015-01-05 11:53:00,5,36,22000,16093,-61,-106,10385
2015-01-05 12:53:00,5,62,22000,16093,-61,-111,10397
2015-01-05 13:53:00,5,57,22000,16093,-61,-111,10404
2015-01-05 14:53:00,5,36,22000,16093,-44,-111,10405
2015-01-05 15:53:00,5,26,22000,16093,-33,-117,10406
2015-01-05 16:53:00,5,31,22000,16093,-22,-128,10402
2015-01-05 17:53:00,5,15,22000,16093,-17,-133,10386
2015-01-05 18:53:00,5,31,22000,16093,0,-122,10374
2015-01-05 22:53:00,5,21,22000,16093,-11,-111,10348
2015-01-05 23:53:00,5,21,22000,16093,-17,-106,10343
2015-01-06 01:53:00,5,15,22000,16093,-22,-94,10322
2015-01-06 02:53:00,5,26,22000,16093,-28,-89,10306
2015-01-06 03:53:00,5,26,22000,16093,-33,-89,10292
2015-01-06 04:53:00,5,21,22000,16093,-44,-89,10283
2015-01-06 05:53:00,5,15,22000,16093,-39,-89,10286
2015-01-06 07:53:00,5,21,22000,16093,-39,-83,10282
2015-01-06 08:53:00,5,36,22000,16093,-6,-72,10279
2015-01-06 09:53:00,5,36,22000,16093,-11,-67,10278
2015-01-06 10:53:00,5,26,22000,16093,-17,-67,10273
2015-01-06 12:53:00,5,26,7620,16093,0,-61,10279
2015-01-06 13:53:00,5,36,22000,16093,11,-61,10289
2015-01-06 14:53:00,5,36,22000,16093,22,-61,10294
2015-01-06 15:53:00,5,62,7620,16093,33,-61,10295
2015-01-06 16:53:00,5,36,7620,16093,50,-61,10290
2015-01-06 17:53:00,5,26,7620,16093,56,-61,10280
2015-01-06 18:53:00,5,36,6096,16093,56,-56,10272
2015-01-06 19:53:00,5,26,22000,16093,61,-56,10271
2015-01-06 20:53:00,5,36,22000,16093,56,-56,10275
2015-01-06 21:53:00,5,46,7620,16093,44,-56,10279
2015-01-06 22:53:00,5,41,22000,16093,22,-56,10282
2015-01-07 00:53:00,5,31,22000,16093,6,-61,10286
2015-01-07 01:53:00,5,21,22000,16093,-6,-61,10291
2015-01-07 02:53:00,5,21,22000,16093,-17,-67,10290
2015-01-07 03:53:00,5,36,22000,16093,-17,-67,10295
2015-01-07 04:53:00,5,31,22000,16093,-22,-72,10287
2015-01-07 05:53:00,5,31,22000,16093,-28,-78,10286
2015-01-07 06:53:00,5,15,22000,16093,-28,-72,10279
2015-01-07 07:53:00,5,26,3658,16093,-28,-72,10286
2015-01-07 08:53:00,5,26,3658,16093,-28,-83,10293
2015-01-07 09:53:00,5,41,3048,16093,-28,-94,10295
2015-01-07 10:53:00,5,41,2134,16093,-33,-94,10298
2015-01-07 11:53:00,5,36,2438,16093,-33,-100,10305
2015-01-07 12:53:00,5,46,2286,16093,-33,-100,10314
2015-01-07 13:53:00,5,57,823,11265,-39,-94,10327
2015-01-07 14:53:00,5,51,884,11265,-39,-89,10338
2015-01-07 15:53:00,5,72,671,3219,-44,-83,10340
2015-01-07 16:53:00,5,77,853,11265,-56,-111,10350
2015-01-07 17:53:00,5,93,1067,16093,-56,-150,10354
2015-01-07 18:53:00,5,98,1036,16093,-72,-161,10363
2015-01-07 19:53:00,5,98,1128,16093,-83,-183,10378
2015-01-07 20:53:00,5,82,22000,16093,-78,-189,10391
2015-01-07 21:53:00,5,72,22000,16093,-89,-194,10409
2015-01-07 22:53:00,5,108,22000,16093,-106,-206,10419
2015-01-07 23:53:00,5,62,22000,16093,-111,-194,10433
2015-01-08 00:53:00,5,46,22000,16093,-117,-200,10436
2015-01-08 01:53:00,5,62,22000,16093,-122,-200,10437
2015-01-08 02:53:00,5,36,22000,16093,-128,-200,10443
2015-01-08 03:53:00,5,46,22000,16093,-133,-206,10451
2015-01-08 04:53:00,5,41,22000,16093,-133,-200,10449
2015-01-08 05:53:00,5,51,22000,16093,-139,-206,10445
2015-01-08 06:53:00,5,31,22000,16093,-144,-200,10440
2015-01-08 07:53:00,5,21,22000,16093,-150,-194,10437
2015-01-08 08:53:00,5,21,22000,16093,-150,-200,10430
2015-01-08 09:53:00,5,31,22000,16093,-150,-200,10423
2015-01-08 10:53:00,5,21,22000,16093,-156,-194,10410
2015-01-08 11:53:00,5,36,22000,16093,-150,-189,10395
2015-01-08 12:53:00,5,41,22000,16093,-150,-194,10387
2015-01-08 13:53:00,5,21,22000,16093,-144,-194,10389
2015-01-08 14:53:00,5,31,22000,16093,-133,-189,10391
2015-01-08 16:53:00,5,26,22000,16093,-94,-189,10365
2015-01-08 17:53:00,5,36,7620,16093,-72,-183,10346
2015-01-08 18:53:00,5,46,7620,16093,-50,-189,10318
2015-01-08 19:53:00,5,21,7620,16093,-39,-178,10313
2015-01-08 20:53:00,5,77,7620,16093,-28,-178,10293
2015-01-08 21:53:00,5,67,6096,16093,-17,-183,10279
2015-01-08 22:53:00,5,46,6096,16093,-22,-183,10282
2015-01-08 23:53:00,5,72,6096,16093,-28,-172,10270
2015-01-09 00:53:00,5,88,4877,16093,-28,-161,10257
2015-01-09 01:53:00,5,67,6096,16093,-28,-156,10257
2015-01-09 02:53:00,5,51,4877,16093,-28,-156,10260
2015-01-09 03:53:00,5,51,2134,16093,-22,-150,10261
2015-01-09 04:53:00,5,41,2134,16093,-17,-150,10265
2015-01-09 05:53:00,5,41,22000,16093,-22,-167,10268
2015-01-09 06:53:00,5,36,22000,16093,-28,-167,10266
2015-01-09 07:53:00,5,31,22000,16093,-33,-161,10268
2015-01-09 08:53:00,5,21,1311,16093,-33,-156,10266
2015-01-09 09:53:00,5,26,1189,16093,-33,-156,10266
2015-01-09 10:53:00,5,36,1311,16093,-33,-150,10269
2015-01-09 11:53:00,5,15,6096,16093,-44,-144,10271
2015-01-09 12:53:00,5,21,6096,16093,-50,-139,10283
2015-01-09 13:53:00,5,36,6096,16093,-39,-133,10292
2015-01-09 14:53:00,5,46,4572,16093,-22,-122,10302
2015-01-09 15:53:00,5,51,22000,16093,-11,-117,10307
2015-01-09 16:53:00,5,46,22000,16093,0,-106,10300
2015-01-09 17:53:00,5,41,22000,16093,11,-106,10294
2015-01-09 18:53:00,5,36,22000,16093,11,-111,10290
2015-01-09 19:53:00,5,51,22000,16093,11,-144,10296
2015-01-09 20:53:00,5,46,22000,16093,0,-178,10303
2015-01-09 21:53:00,5,46,22000,16093,-11,-178,10310
2015-01-09 22:53:00,5,41,22000,16093,-28,-172,10316
2015-01-09 23:53:00,5,36,22000,16093,-44,-156,10325
2015-01-10 00:53:00,5,31,22000,16093,-50,-156,10335
2015-01-10 01:53:00,5,26,22000,16093,-56,-156,10342
2015-01-10 03:53:00,5,21,22000,16093,-67,-150,10352
2015-01-10 04:53:00,5,31,22000,16093,-78,-150,10352
2015-01-10 05:53:00,5,21,22000,16093,-78,-150,10359
2015-01-10 06:53:00,5,21,22000,16093,-78,-150,10362
2015-01-10 07:53:00,5,21,22000,16093,-83,-150,10363
2015-01-10 08:53:00,5,15,22000,16093,-89,-150,10362
2015-01-10 10:53:00,5,21,22000,16093,-94,-150,10361
2015-01-10 15:53:00,5,26,22000,16093,-50,-156,10377
2015-01-10 18:53:00,5,15,22000,16093,0,-167,10339
2015-01-10 21:53:00,5,26,22000,16093,11,-161,10328
2015-01-10 22:53:00,5,15,22000,16093,-6,-156,10331
2015-01-11 02:53:00,5,15,22000,16093,-44,-128,10336
2015-01-11 03:53:00,5,21,22000,16093,-50,-122,10335
2015-01-11 04:53:00,5,21,2438,16093,-39,-100,10330
2015-01-11 05:53:00,5,15,2438,16093,-28,-94,10323
2015-01-11 08:53:00,5,15,2134,16093,-6,-111,10317
2015-01-11 12:53:00,5,15,2134,16093,11,-83,10310
2015-01-11 16:53:00,5,26,2591,16093,50,-39,10317
2015-01-11 17:53:00,5,26,2438,16093,50,-17,10305
2015-01-11 18:53:00,5,15,2134,16093,44,-17,10293
2015-01-11 19:53:00,5,15,2438,16093,44,-6,10287
2015-01-11 20:53:00,5,21,2591,16093,50,0,10277
2015-01-11 21:53:00,5,15,488,16093,56,6,10279
2015-01-12 00:53:00,5,15,579,16093,56,11,10275
2015-01-12 01:53:00,5,15,518,16093,61,17,10268
2015-01-12 02:53:00,5,31,610,16093,67,22,10260
2015-01-12 03:53:00,5,21,3048,16093,67,28,10252
2015-01-12 05:53:00,5,15,518,14484,67,44,10247
2015-01-12 06:53:00,5,15,2286,6437,67,56,10242
2015-01-12 08:53:00,5,21,1311,6437,72,67,10233
2015-01-12 09:53:00,5,15,427,6437,72,67,10225
2015-01-12 10:53:00,5,15,305,4828,72,67,10222
2015-01-12 11:53:00,5,21,305,4828,78,72,10218
2015-01-12 12:53:00,5,15,518,3219,83,78,10214
2015-01-12 13:53:00,5,21,61,1609,78,72,10233
2015-01-12 18:53:00,5,31,91,3219,83,78,10224
2015-01-12 19:53:00,5,51,91,2414,72,61,10226
2015-01-12 20:53:00,5,46,152,3219,56,50,10237
2015-01-12 21:53:00,5,46,213,2816,50,44,10246
2015-01-12 22:53:00,5,57,122,1609,44,39,10254
2015-01-12 23:53:00,5,62,213,4828,39,33,10266
2015-01-13 00:53:00,5,51,213,11265,39,28,10274
2015-01-13 01:53:00,5,67,305,16093,33,17,10281
2015-01-13 02:53:00,5,62,305,16093,28,11,10286
2015-01-13 03:53:00,5,57,305,16093,28,11,10290
2015-01-13 04:53:00,5,72,244,8047,17,6,10291
2015-01-13 05:53:00,5,72,244,9656,11,0,10293
2015-01-13 06:53:00,5,57,183,9656,6,0,10291
2015-01-13 07:53:00,5,67,244,8047,6,-6,10298
2015-01-13 08:53:00,5,62,305,9656,6,-11,10300
2015-01-13 09:53:00,5,62,244,9656,0,-11,10301
2015-01-13 10:53:00,5,67,305,9656,0,-17,10301
2015-01-13 11:53:00,5,72,427,11265,0,-22,10306
2015-01-13 12:53:00,5,62,427,11265,0,-28,10308
2015-01-13 13:53:00,5,67,427,8047,0,-28,10313
2015-01-13 14:53:00,5,67,427,9656,-6,-28,10317
2015-01-13 15:53:00,5,41,427,9656,0,-28,10323
2015-01-13 16:53:00,5,51,366,11265,0,-28,10318
2015-01-13 17:53:00,5,41,366,11265,0,-22,10309
2015-01-13 18:53:00,5,51,427,12875,11,-22,10295
2015-01-13 19:53:00,5,51,488,16093,11,-28,10293
2015-01-13 20:53:00,5,57,488,16093,6,-28,10293
2015-01-13 21:53:00,5,51,549,16093,6,-33,10296
2015-01-13 22:53:00,5,41,549,16093,0,-33,10300
2015-01-13 23:53:00,5,41,488,16093,0,-33,10300
2015-01-14 00:53:00,5,36,488,16093,-6,-33,10303
2015-01-14 01:53:00,5,46,427,16093,-11,-33,10301
2015-01-14 02:53:00,5,31,366,14484,-11,-33,10303
2015-01-14 03:53:00,5,41,366,14484,-11,-33,10300
2015-01-14 04:53:00,5,26,305,11265,-11,-33,10294
2015-01-14 05:53:00,5,26,244,8047,-17,-33,10289
2015-01-14 06:53:00,5,15,244,9656,-17,-28,10287
2015-01-14 07:53:00,5,15,244,11265,-17,-33,10287
2015-01-14 08:53:00,5,21,244,9656,-17,-33,10286
2015-01-14 09:53:00,5,31,305,9656,-17,-33,10283
2015-01-14 10:53:00,5,26,213,6437,-22,-33,10284
2015-01-14 11:53:00,5,26,213,9656,-17,-33,10288
2015-01-14 12:53:00,5,15,335,11265,-17,-39,10294
2015-01-14 13:53:00,5,26,396,14484,-17,-44,10292
2015-01-14 14:53:00,5,15,427,16093,-17,-50,10296
2015-01-14 15:53:00,5,15,488,16093,-11,-56,10298
2015-01-14 19:53:00,5,15,22000,16093,28,-56,10262
2015-01-14 22:53:00,5,21,22000,16093,11,-56,10264
2015-01-14 23:53:00,5,15,22000,16093,6,-56,10264
2015-01-15 00:53:00,5,15,22000,16093,0,-56,10265
2015-01-15 01:53:00,5,21,22000,16093,-11,-50,10264
2015-01-15 02:53:00,5,15,22000,16093,-17,-50,10262
2015-01-15 03:53:00,5,15,22000,16093,-22,-50,10261
2015-01-15 04:53:00,5,15,3353,16093,-17,-39,10261
2015-01-15 05:53:00,5,15,3353,16093,-28,-44,10247
2015-01-15 06:53:00,5,21,3353,12875,-28,-39,10245
2015-01-15 22:53:00,5,15,1676,16093,33,-28,10228
2015-01-15 23:53:00,5,15,1463,16093,28,-33,10231
2015-01-16 02:53:00,5,15,22000,16093,11,-44,10241
2015-01-16 04:53:00,5,15,22000,16093,-6,-39,10240
2015-01-16 07:53:00,5,15,22000,12875,-28,-39,10240
2015-01-16 08:53:00,5,15,22000,12875,-33,-44,10240
2015-01-16 09:53:00,5,15,22000,12875,-39,-50,10242
2015-01-16 12:53:00,5,15,22000,11265,-44,-56,10249
2015-01-16 15:53:00,5,15,22000,16093,50,-33,10261
2015-01-16 18:53:00,5,21,22000,16093,106,-28,10235
2015-01-16 20:53:00,5,31,22000,16093,117,-28,10221
2015-01-16 21:53:00,5,15,22000,16093,117,-28,10226
2015-01-16 22:53:00,5,15,22000,16093,89,-17,10226
2015-01-17 01:53:00,5,21,22000,16093,39,-17,10235
2015-01-17 02:53:00,5,26,22000,16093,22,-17,10233
2015-01-17 03:53:00,5,31,22000,16093,11,-22,10234
2015-01-17 04:53:00,5,36,22000,16093,11,-22,10231
2015-01-17 05:53:00,5,31,22000,16093,0,-28,10227
2015-01-17 06:53:00,5,31,22000,16093,-6,-33,10224
2015-01-17 07:53:00,5,26,22000,16093,-6,-28,10223
2015-01-17 08:53:00,5,26,22000,16093,-22,-39,10223
2015-01-17 09:53:00,5,26,22000,16093,-6,-33,10215
2015-01-17 10:53:00,5,26,22000,16093,0,-28,10217
2015-01-17 11:53:00,5,21,22000,16093,-6,-33,10213
2015-01-17 12:53:00,5,21,22000,16093,-11,-33,10212
2015-01-17 14:53:00,5,26,22000,16093,44,-6,10221
2015-01-17 15:53:00,5,46,22000,16093,83,-6,10219
2015-01-17 16:53:00,5,82,22000,16093,111,-6,10207
2015-01-17 17:53:00,5,77,22000,16093,128,-6,10192
2015-01-17 18:53:00,5,77,22000,16093,139,-22,10180
2015-01-17 19:53:00,5,72,22000,16093,144,-33,10173
2015-01-17 20:53:00,5,67,22000,16093,150,-28,10169
2015-01-17 21:53:00,5,77,22000,16093,139,-28,10163
2015-01-17 22:53:00,5,57,22000,16093,122,-28,10161
2015-01-17 23:53:00,5,36,22000,16093,94,-28,10168
2015-01-18 00:53:00,5,36,22000,16093,78,-28,10162
2015-01-18 01:53:00,5,46,6096,16093,94,-22,10153
2015-01-18 02:53:00,5,51,22000,16093,89,-22,10150
2015-01-18 03:53:00,5,51,22000,16093,106,-28,10155
2015-01-18 04:53:00,5,46,22000,16093,100,-28,10148
2015-01-18 05:53:00,5,51,1981,16093,100,-17,10140
2015-01-18 06:53:00,5,57,1829,16093,106,-11,10133
2015-01-18 07:53:00,5,36,1981,16093,106,-6,10140
2015-01-18 08:53:00,5,26,1829,16093,94,17,10144
2015-01-18 09:53:00,5,26,22000,16093,83,11,10151
2015-01-18 10:53:00,5,15,22000,16093,72,6,10158
2015-01-18 11:53:00,5,31,22000,16093,72,0,10169
2015-01-18 12:53:00,5,31,22000,16093,61,0,10180
2015-01-18 13:53:00,5,46,22000,16093,67,-6,10187
2015-01-18 14:53:00,5,41,22000,16093,78,-11,10197
2015-01-18 15:53:00,5,36,22000,16093,94,-17,10198
2015-01-18 16:53:00,5,51,22000,16093,111,-28,10191
2015-01-18 17:53:00,5,51,22000,16093,122,-33,10185
2015-01-18 18:53:00,5,46,22000,16093,139,-44,10178
2015-01-18 19:53:00,5,57,22000,16093,144,-56,10173
2015-01-18 20:53:00,5,62,7620,16093,150,-67,10171
2015-01-18 21:53:00,5,46,22000,16093,150,-72,10177
2015-01-18 22:53:00,5,36,22000,16093,133,-67,10181
2015-01-19 00:53:00,5,21,22000,16093,89,-61,10186
2015-01-19 01:53:00,5,15,22000,16093,67,-50,10183
2015-01-19 02:53:00,5,26,22000,16093,44,-44,10187
2015-01-19 03:53:00,5,15,22000,16093,39,-44,10193
2015-01-19 04:53:00,5,21,22000,16093,33,-39,10195
2015-01-19 05:53:00,5,26,22000,16093,28,-39,10191
2015-01-19 06:53:00,5,15,22000,16093,50,-50,10188
2015-01-19 08:53:00,5,21,22000,16093,33,-44,10184
2015-01-19 10:53:00,5,15,22000,16093,39,-44,10172
2015-01-19 11:53:00,5,26,22000,16093,50,-44,10175
2015-01-19 12:53:00,5,26,22000,16093,11,-39,10176
2015-01-19 13:53:00,5,21,22000,16093,22,-22,10173
2015-01-19 14:53:00,5,26,22000,16093,89,-28,10171
2015-01-19 15:53:00,5,36,22000,16093,122,-33,10171
2015-01-19 16:53:00,5,26,22000,16093,150,-39,10163
2015-01-19 17:53:00,5,21,22000,16093,167,-33,10149
2015-01-19 18:53:00,5,26,22000,16093,183,-28,10139
2015-01-19 19:53:00,5,31,22000,16093,189,-33,10133
2015-01-19 20:53:00,5,31,7620,16093,194,-39,10129
2015-01-19 21:53:00,5,26,7620,16093,183,-39,10131
2015-01-19 23:53:00,5,15,7620,16093,156,-28,10136
2015-01-20 00:53:00,5,21,7620,16093,111,-17,10138
2015-01-20 01:53:00,5,21,7620,16093,106,-11,10137
2015-01-20 02:53:00,5,26,7620,16093,78,-6,10137
2015-01-20 03:53:00,5,15,7620,16093,106,-6,10136
2015-01-20 04:53:00,5,15,7620,16093,106,-6,10139
2015-01-20 05:53:00,5,21,22000,16093,78,-6,10134
2015-01-20 06:53:00,5,21,22000,16093,61,-6,10129
2015-01-20 07:53:00,5,15,22000,16093,78,0,10130
2015-01-20 08:53:00,5,15,22000,16093,61,-6,10126
2015-01-20 09:53:00,5,21,22000,16093,61,-6,10125
2015-01-20 10:53:00,5,26,22000,16093,56,-6,10127
2015-01-20 11:53:00,5,15,22000,16093,67,-6,10130
2015-01-20 12:53:00,5,15,22000,16093,56,-6,10134
2015-01-20 14:53:00,5,26,22000,16093,106,11,10140
2015-01-20 15:53:00,5,31,7620,16093,133,11,10147
2015-01-20 16:53:00,5,26,7620,16093,144,11,10145
2015-01-20 19:53:00,5,31,6096,16093,172,11,10127
2015-01-20 20:53:00,5,41,6096,16093,161,11,10132
2015-01-20 21:53:00,5,46,6096,16093,144,17,10142
2015-01-20 22:53:00,5,46,4877,16093,128,11,10150
2015-01-20 23:53:00,5,21,7620,16093,117,17,10158
2015-01-21 00:53:00,5,36,4572,16093,117,17,10168
2015-01-21 01:53:00,5,26,4267,16093,111,0,10171
2015-01-21 02:53:00,5,15,4267,16093,100,-6,10168
2015-01-21 03:53:00,5,15,3658,16093,100,-11,10167
2015-01-21 04:53:00,5,15,3048,16093,94,-6,10168
2015-01-21 05:53:00,5,15,22000,16093,83,-6,10172
2015-01-21 06:53:00,5,26,2134,16093,78,6,10180
2015-01-21 07:53:00,5,26,1676,16093,78,0,10184
2015-01-21 08:53:00,5,21,1311,16093,72,6,10191
2015-01-21 09:53:00,5,15,22000,16093,61,6,10192
2015-01-21 10:53:00,5,15,22000,16093,50,6,10194
2015-01-21 11:53:00,5,15,22000,16093,22,0,10200
2015-01-21 13:53:00,5,15,22000,16093,17,0,10215
2015-01-21 14:53:00,5,21,22000,16093,78,22,10219
2015-01-21 16:53:00,5,31,22000,16093,117,6,10223
2015-01-21 17:53:00,5,21,22000,16093,128,-6,10217
2015-01-21 20:53:00,5,41,7620,16093,144,-50,10208
2015-01-21 21:53:00,5,41,7620,16093,139,-50,10212
2015-01-21 22:53:00,5,21,7620,16093,122,-56,10216
2015-01-21 23:53:00,5,15,7620,16093,111,-50,10221
2015-01-22 02:53:00,5,15,22000,16093,56,-33,10236
2015-01-22 04:53:00,5,31,22000,16093,56,-22,10249
2015-01-22 05:53:00,5,36,22000,16093,50,-17,10253
2015-01-22 06:53:00,5,46,22000,16093,39,-11,10260
2015-01-22 07:53:00,5,15,22000,16093,28,-17,10273
2015-01-22 09:53:00,5,21,6096,16093,22,-22,10271
2015-01-22 12:53:00,5,15,4267,16093,22,-17,10289
2015-01-22 13:53:00,5,15,6096,16093,17,-17,10295
2015-01-22 14:53:00,5,21,22000,16093,39,-11,10295
2015-01-22 15:53:00,5,36,4267,16093,50,-17,10300
2015-01-22 16:53:00,5,36,4267,16093,56,-17,10296
2015-01-22 17:53:00,5,31,3658,16093,56,-22,10292
2015-01-22 18:53:00,5,31,2743,16093,67,-22,10295
2015-01-22 19:53:00,5,21,2743,16093,67,-22,10294
2015-01-22 20:53:00,5,31,2896,16093,61,-17,10292
2015-01-22 21:53:00,5,31,3658,16093,61,-17,10287
2015-01-22 22:53:00,5,31,3962,16093,56,-17,10289
2015-01-22 23:53:00,5,41,4267,16093,50,-17,10287
2015-01-23 00:53:00,5,41,4572,16093,44,-17,10283
2015-01-23 01:53:00,5,26,2591,16093,44,-17,10289
2015-01-23 02:53:00,5,31,2591,16093,44,-17,10284
2015-01-23 03:53:00,5,36,2743,16093,39,-17,10278
2015-01-23 04:53:00,5,51,3353,16093,39,-22,10273
2015-01-23 05:53:00,5,46,5486,16093,33,-22,10256
2015-01-23 06:53:00,5,41,3048,16093,33,-22,10255
2015-01-23 07:53:00,5,36,3048,16093,33,-17,10249
2015-01-23 08:53:00,5,41,2591,16093,33,-17,10243
2015-01-23 09:53:00,5,36,2438,16093,28,-11,10230
2015-01-23 10:53:00,5,36,2134,16093,28,-6,10226
2015-01-23 11:53:00,5,31,2134,14484,22,0,10231
2015-01-23 12:53:00,5,31,914,11265,22,0,10229
2015-01-23 13:53:00,5,36,1524,11265,17,0,10212
2015-01-23 14:53:00,5,36,701,11265,22,6,10212
2015-01-23 15:53:00,5,51,701,3219,22,6,10209
2015-01-23 16:53:00,5,41,213,4828,22,11,10197
2015-01-23 17:53:00,5,41,152,2414,22,17,10185
2015-01-23 18:53:00,5,46,152,4023,28,17,10167
2015-01-23 19:53:00,5,46,152,4023,28,22,10154
2015-01-23 20:53:00,5,41,152,1609,28,22,10154
2015-01-23 21:53:00,5,36,152,1609,28,22,10149
2015-01-23 22:53:00,5,31,183,1609,28,17,10143
2015-01-23 23:53:00,5,36,122,1609,22,17,10145
2015-01-24 00:53:00,5,26,183,4828,22,11,10147
2015-01-24 01:53:00,5,41,183,6437,17,6,10143
2015-01-24 02:53:00,5,36,183,4828,11,0,10142
2015-01-24 03:53:00,5,31,183,6437,6,0,10139
2015-01-24 04:53:00,5,36,122,3219,6,0,10136
2015-01-24 05:53:00,5,36,122,2414,6,0,10134
2015-01-24 06:53:00,5,26,122,4023,6,0,10127
2015-01-24 07:53:00,5,46,305,8047,6,-6,10128
2015-01-24 08:53:00,5,36,366,9656,6,-11,10127
2015-01-24 09:53:00,5,41,427,12875,0,-17,10133
2015-01-24 10:53:00,5,31,610,12875,-6,-28,10138
2015-01-24 11:53:00,5,21,22000,11265,-17,-28,10146
2015-01-24 13:53:00,5,21,22000,6437,-17,-22,10148
2015-01-24 14:53:00,5,31,22000,9656,6,-17,10151
2015-01-24 15:53:00,5,31,22000,12875,22,-6,10152
2015-01-24 16:53:00,5,26,22000,16093,39,0,10151
2015-01-24 17:53:00,5,36,22000,16093,67,11,10137
2015-01-24 19:53:00,5,31,22000,16093,89,6,10118
2015-01-24 20:53:00,5,36,22000,16093,94,-6,10118
2015-01-24 21:53:00,5,36,22000,16093,94,-6,10119
2015-01-24 22:53:00,5,26,22000,16093,83,-6,10119
2015-01-24 23:53:00,5,26,22000,16093,67,0,10123
2015-01-25 00:53:00,5,31,22000,16093,50,0,10128
2015-01-25 01:53:00,5,31,22000,16093,50,0,10131
2015-01-25 02:53:00,5,31,22000,16093,28,-6,10131
2015-01-25 03:53:00,5,31,22000,16093,28,-6,10129
