date,icao,weather_delay
2016-01-22 23:41:00+00:00,KBNA,13.0
2016-01-22 23:55:00+00:00,KBNA,39.0
2016-01-23 00:25:00+00:00,KBNA,15.0
2016-01-23 01:04:00+00:00,KBNA,10.0
2016-01-23 12:00:00+00:00,KBNA,119.0
2016-01-23 12:00:00+00:00,KBNA,127.0
2016-01-23 13:25:00+00:00,KBNA,77.0
2016-01-23 14:00:00+00:00,KBNA,69.0
2016-01-23 14:00:00+00:00,KBNA,105.0
2016-01-23 14:05:00+00:00,KBNA,6.0
2016-01-23 14:15:00+00:00,KBNA,1.0
2016-01-23 14:30:00+00:00,KBNA,141.0
2016-01-23 16:45:00+00:00,KBNA,15.0
2016-01-23 19:15:00+00:00,KBNA,5.0
2016-01-23 21:59:00+00:00,KBNA,6.0
2016-01-23 22:15:00+00:00,KBNA,3.0
2016-01-24 00:25:00+00:00,KBNA,22.0
2016-01-24 12:00:00+00:00,KBNA,2.0
2016-01-24 14:00:00+00:00,KBNA,8.0
2016-01-24 14:00:00+00:00,KBNA,21.0
2016-01-24 14:40:00+00:00,KBNA,14.0
2016-01-24 22:15:00+00:00,KBNA,9.0
2016-01-25 16:05:00+00:00,KBNA,20.0
2016-02-02 12:35:00+00:00,KBNA,45.0
2016-02-04 00:50:00+00:00,KBNA,42.0
2016-02-08 16:05:00+00:00,KBNA,60.0
2016-02-08 20:24:00+00:00,KBNA,5.0
2016-02-09 15:10:00+00:00,KBNA,2.0
2016-02-09 16:18:00+00:00,KBNA,7.0
2016-02-09 16:45:00+00:00,KBNA,5.0
2016-02-09 23:35:00+00:00,KBNA,7.0
2016-02-10 02:15:00+00:00,KBNA,4.0
2016-02-10 12:00:00+00:00,KBNA,9.0
2016-02-11 03:40:00+00:00,KBNA,15.0
2016-02-12 22:55:00+00:00,KBNA,6.0
2016-02-14 18:45:00+00:00,KBNA,223.0
2016-02-14 20:25:00+00:00,KBNA,96.0
2016-02-15 03:40:00+00:00,KBNA,30.0
2016-02-15 21:15:00+00:00,KBNA,240.0
2016-02-15 22:00:00+00:00,KBNA,1.0
2016-02-16 00:37:00+00:00,KBNA,1.0
2016-02-17 00:50:00+00:00,KBNA,5.0
2016-02-18 21:15:00+00:00,KBNA,14.0
2016-02-23 16:45:00+00:00,KBNA,23.0
2016-02-24 00:50:00+00:00,KBNA,59.0
2016-02-24 02:10:00+00:00,KBNA,41.0
2016-02-24 18:59:00+00:00,KBNA,4.0
2016-02-24 23:10:00+00:00,KBNA,16.0
2016-02-24 23:45:00+00:00,KBNA,99.0
2016-02-25 00:50:00+00:00,KBNA,129.0
2016-03-04 00:38:00+00:00,KBNA,2.0
2016-03-06 11:55:00+00:00,KBNA,442.0
2016-03-08 13:55:00+00:00,KBNA,105.0
2016-03-08 18:34:00+00:00,KBNA,169.0
2016-03-08 20:22:00+00:00,KBNA,2.0
2016-03-08 22:47:00+00:00,KBNA,1.0
2016-03-08 23:41:00+00:00,KBNA,4.0
2016-03-10 23:10:00+00:00,KBNA,2.0
2016-03-14 12:55:00+00:00,KBNA,15.0
2016-03-19 01:55:00+00:00,KBNA,53.0
2016-03-19 15:10:00+00:00,KBNA,64.0
2016-03-19 17:00:00+00:00,KBNA,38.0
2016-03-25 20:10:00+00:00,KBNA,23.0
2016-03-26 15:10:00+00:00,KBNA,22.0
2016-03-26 17:20:00+00:00,KBNA,90.0
2016-03-26 21:25:00+00:00,KBNA,76.0
2016-03-26 22:55:00+00:00,KBNA,36.0
2016-03-28 23:30:00+00:00,KBNA,54.0
2016-03-29 15:00:00+00:00,KBNA,50.0
2016-03-29 20:10:00+00:00,KBNA,100.0
2016-03-30 22:41:00+00:00,KBNA,211.0
2016-04-02 01:10:00+00:00,KBNA,35.0
2016-04-02 13:25:00+00:00,KBNA,46.0
2016-04-02 14:40:00+00:00,KBNA,186.0
2016-04-02 17:20:00+00:00,KBNA,78.0
2016-04-02 19:50:00+00:00,KBNA,12.0
2016-04-03 15:25:00+00:00,KBNA,40.0
2016-04-04 20:10:00+00:00,KBNA,11.0
2016-04-04 23:30:00+00:00,KBNA,75.0
2016-04-06 21:15:00+00:00,KBNA,2.0
2016-04-06 22:15:00+00:00,KBNA,38.0
2016-04-06 22:20:00+00:00,KBNA,22.0
2016-04-07 15:00:00+00:00,KBNA,39.0
2016-04-08 00:15:00+00:00,KBNA,16.0
2016-04-17 17:38:00+00:00,KBNA,2.0
2016-04-17 19:30:00+00:00,KBNA,3.0
2016-04-17 20:35:00+00:00,KBNA,5.0
2016-04-17 21:46:00+00:00,KBNA,11.0
2016-04-18 00:09:00+00:00,KBNA,5.0
2016-04-26 12:50:00+00:00,KBNA,36.0
2016-04-29 12:50:00+00:00,KBNA,26.0
2016-04-29 17:38:00+00:00,KBNA,165.0
2016-04-29 19:30:00+00:00,KBNA,274.0
2016-04-29 21:46:00+00:00,KBNA,139.0
2016-04-29 22:40:00+00:00,KBNA,41.0
2016-04-30 17:38:00+00:00,KBNA,19.0
2016-05-02 18:04:00+00:00,KBNA,5.0
2016-05-02 22:00:00+00:00,KBNA,53.0
2016-05-02 22:05:00+00:00,KBNA,42.0
2016-05-04 12:15:00+00:00,KBNA,102.0
2016-05-04 14:05:00+00:00,KBNA,38.0
2016-05-04 18:32:00+00:00,KBNA,4.0
2016-05-04 19:20:00+00:00,KBNA,53.0
2016-05-04 21:05:00+00:00,KBNA,279.0
2016-05-04 22:26:00+00:00,KBNA,7.0
2016-05-04 22:34:00+00:00,KBNA,17.0
2016-05-04 23:30:00+00:00,KBNA,3.0
2016-05-09 22:00:00+00:00,KBNA,5.0
2016-05-10 10:28:00+00:00,KBNA,12.0
2016-05-10 12:07:00+00:00,KBNA,21.0
2016-05-10 12:15:00+00:00,KBNA,10.0
2016-05-10 12:35:00+00:00,KBNA,16.0
2016-05-12 01:55:00+00:00,KBNA,114.0
2016-05-12 12:50:00+00:00,KBNA,27.0
2016-05-12 18:32:00+00:00,KBNA,10.0
2016-05-12 19:20:00+00:00,KBNA,14.0
2016-05-12 21:16:00+00:00,KBNA,7.0
2016-05-14 11:15:00+00:00,KBNA,16.0
2016-05-14 22:45:00+00:00,KBNA,58.0
2016-05-19 19:30:00+00:00,KBNA,105.0
2016-05-20 14:35:00+00:00,KBNA,9.0
2016-05-20 14:40:00+00:00,KBNA,16.0
2016-05-20 14:45:00+00:00,KBNA,6.0
2016-05-20 15:00:00+00:00,KBNA,5.0
2016-05-20 15:05:00+00:00,KBNA,9.0
2016-05-20 15:30:00+00:00,KBNA,5.0
2016-05-20 15:45:00+00:00,KBNA,11.0
2016-05-20 17:03:00+00:00,KBNA,246.0
2016-05-21 21:11:00+00:00,KBNA,109.0
2016-05-23 14:33:00+00:00,KBNA,6.0
2016-05-26 20:25:00+00:00,KBNA,11.0
2016-05-26 22:19:00+00:00,KBNA,11.0
2016-05-26 23:44:00+00:00,KBNA,8.0
2016-05-27 00:12:00+00:00,KBNA,1.0
2016-05-27 11:01:00+00:00,KBNA,31.0
2016-05-27 16:32:00+00:00,KBNA,4.0
2016-05-27 20:25:00+00:00,KBNA,1.0
2016-05-27 23:05:00+00:00,KBNA,40.0
2016-05-27 23:55:00+00:00,KBNA,110.0
2016-05-31 22:05:00+00:00,KBNA,131.0
2016-05-31 22:19:00+00:00,KBNA,145.0
2016-06-01 19:30:00+00:00,KBNA,30.0
2016-06-01 20:10:00+00:00,KBNA,7.0
2016-06-01 20:10:00+00:00,KBNA,15.0
2016-06-01 21:05:00+00:00,KBNA,4.0
2016-06-01 23:44:00+00:00,KBNA,15.0
2016-06-02 23:55:00+00:00,KBNA,97.0
2016-06-04 00:15:00+00:00,KBNA,9.0
2016-06-05 11:50:00+00:00,KBNA,30.0
2016-06-13 15:35:00+00:00,KBNA,1.0
2016-06-13 18:32:00+00:00,KBNA,98.0
2016-06-13 19:45:00+00:00,KBNA,7.0
2016-06-13 19:50:00+00:00,KBNA,1.0
2016-06-13 21:10:00+00:00,KBNA,27.0
2016-06-13 22:20:00+00:00,KBNA,8.0
2016-06-13 22:20:00+00:00,KBNA,50.0
2016-06-13 22:25:00+00:00,KBNA,47.0
2016-06-13 22:26:00+00:00,KBNA,66.0
2016-06-13 22:50:00+00:00,KBNA,50.0
2016-06-13 23:10:00+00:00,KBNA,40.0
2016-06-14 00:15:00+00:00,KBNA,9.0
2016-06-14 02:00:00+00:00,KBNA,28.0
2016-06-14 16:33:00+00:00,KBNA,30.0
2016-06-14 18:19:00+00:00,KBNA,58.0
2016-06-14 19:26:00+00:00,KBNA,55.0
2016-06-15 11:20:00+00:00,KBNA,15.0
2016-06-15 20:10:00+00:00,KBNA,61.0
2016-06-15 21:00:00+00:00,KBNA,43.0
2016-06-15 21:25:00+00:00,KBNA,35.0
2016-06-15 21:31:00+00:00,KBNA,54.0
2016-06-15 21:36:00+00:00,KBNA,31.0
2016-06-15 21:39:00+00:00,KBNA,13.0
2016-06-15 21:45:00+00:00,KBNA,12.0
2016-06-15 22:00:00+00:00,KBNA,39.0
2016-06-15 22:17:00+00:00,KBNA,24.0
2016-06-15 22:26:00+00:00,KBNA,13.0
2016-06-16 00:15:00+00:00,KBNA,12.0
2016-06-18 21:45:00+00:00,KBNA,41.0
2016-06-18 23:25:00+00:00,KBNA,50.0
2016-06-23 15:10:00+00:00,KBNA,18.0
2016-06-24 02:00:00+00:00,KBNA,60.0
2016-06-26 19:31:00+00:00,KBNA,94.0
2016-06-27 02:00:00+00:00,KBNA,25.0
2016-06-27 02:25:00+00:00,KBNA,4.0
2016-06-27 17:15:00+00:00,KBNA,35.0
2016-06-27 17:25:00+00:00,KBNA,27.0
2016-06-27 17:35:00+00:00,KBNA,17.0
2016-06-27 18:00:00+00:00,KBNA,4.0
2016-06-27 18:19:00+00:00,KBNA,5.0
2016-06-27 22:12:00+00:00,KBNA,1.0
2016-06-28 21:00:00+00:00,KBNA,38.0
2016-06-28 21:20:00+00:00,KBNA,16.0
2016-06-28 21:31:00+00:00,KBNA,21.0
2016-06-28 22:00:00+00:00,KBNA,28.0
2016-06-28 22:17:00+00:00,KBNA,38.0
2016-06-28 22:20:00+00:00,KBNA,20.0
2016-06-30 23:55:00+00:00,KBNA,87.0
2016-07-01 19:30:00+00:00,KBNA,62.0
2016-07-01 23:10:00+00:00,KBNA,34.0
2016-07-04 19:40:00+00:00,KBNA,11.0
2016-07-04 19:45:00+00:00,KBNA,10.0
2016-07-04 22:26:00+00:00,KBNA,109.0
2016-07-05 00:15:00+00:00,KBNA,16.0
2016-07-05 00:15:00+00:00,KBNA,17.0
2016-07-05 00:15:00+00:00,KBNA,25.0
2016-07-05 00:15:00+00:00,KBNA,26.0
2016-07-05 00:15:00+00:00,KBNA,40.0
2016-07-05 00:20:00+00:00,KBNA,26.0
2016-07-05 00:20:00+00:00,KBNA,31.0
2016-07-05 21:05:00+00:00,KBNA,3.0
2016-07-06 18:16:00+00:00,KBNA,7.0
2016-07-06 19:33:00+00:00,KBNA,24.0
2016-07-06 21:31:00+00:00,KBNA,8.0
2016-07-06 21:32:00+00:00,KBNA,2.0
2016-07-06 21:32:00+00:00,KBNA,34.0
2016-07-06 21:40:00+00:00,KBNA,15.0
2016-07-06 21:40:00+00:00,KBNA,38.0
2016-07-06 21:40:00+00:00,KBNA,47.0
2016-07-06 22:00:00+00:00,KBNA,15.0
2016-07-06 22:00:00+00:00,KBNA,66.0
2016-07-06 22:23:00+00:00,KBNA,43.0
2016-07-06 23:26:00+00:00,KBNA,11.0
2016-07-07 10:15:00+00:00,KBNA,18.0
2016-07-07 10:15:00+00:00,KBNA,44.0
2016-07-07 10:25:00+00:00,KBNA,22.0
2016-07-07 10:25:00+00:00,KBNA,23.0
2016-07-07 10:30:00+00:00,KBNA,18.0
2016-07-07 10:59:00+00:00,KBNA,108.0
2016-07-07 11:00:00+00:00,KBNA,27.0
2016-07-07 11:00:00+00:00,KBNA,68.0
2016-07-07 11:15:00+00:00,KBNA,34.0
2016-07-07 11:20:00+00:00,KBNA,65.0
2016-07-07 11:30:00+00:00,KBNA,123.0
2016-07-07 11:38:00+00:00,KBNA,53.0
2016-07-07 12:20:00+00:00,KBNA,72.0
2016-07-07 12:21:00+00:00,KBNA,51.0
2016-07-07 12:30:00+00:00,KBNA,44.0
2016-07-07 12:45:00+00:00,KBNA,50.0
2016-07-07 13:00:00+00:00,KBNA,8.0
2016-07-07 13:00:00+00:00,KBNA,60.0
2016-07-07 13:40:00+00:00,KBNA,30.0
2016-07-07 20:45:00+00:00,KBNA,14.0
2016-07-07 21:31:00+00:00,KBNA,8.0
2016-07-08 10:25:00+00:00,KBNA,69.0
2016-07-10 20:25:00+00:00,KBNA,2.0
2016-07-12 22:50:00+00:00,KBNA,15.0
2016-07-13 20:45:00+00:00,KBNA,37.0
2016-07-14 18:00:00+00:00,KBNA,16.0
2016-07-14 18:10:00+00:00,KBNA,30.0
2016-07-14 18:16:00+00:00,KBNA,19.0
2016-07-14 18:23:00+00:00,KBNA,4.0
2016-07-14 18:32:00+00:00,KBNA,6.0
2016-07-14 19:33:00+00:00,KBNA,6.0
2016-07-14 20:25:00+00:00,KBNA,3.0
2016-07-14 21:32:00+00:00,KBNA,8.0
2016-07-14 21:40:00+00:00,KBNA,4.0
2016-07-15 16:33:00+00:00,KBNA,7.0
2016-07-18 02:05:00+00:00,KBNA,169.0
2016-07-18 19:30:00+00:00,KBNA,104.0
2016-07-18 20:45:00+00:00,KBNA,76.0
2016-07-19 20:35:00+00:00,KBNA,8.0
2016-07-20 00:15:00+00:00,KBNA,35.0
2016-07-25 20:45:00+00:00,KBNA,228.0
2016-07-25 21:20:00+00:00,KBNA,62.0
2016-07-26 19:33:00+00:00,KBNA,17.0
2016-07-26 20:25:00+00:00,KBNA,5.0
2016-07-27 18:23:00+00:00,KBNA,2.0
2016-07-28 00:15:00+00:00,KBNA,636.0
2016-07-28 18:00:00+00:00,KBNA,42.0
2016-07-28 18:32:00+00:00,KBNA,7.0
2016-07-29 01:25:00+00:00,KBNA,46.0
2016-07-30 21:31:00+00:00,KBNA,50.0
2016-08-01 01:25:00+00:00,KBNA,11.0
2016-08-01 15:20:00+00:00,KBNA,30.0
2016-08-01 18:20:00+00:00,KBNA,19.0
2016-08-01 19:30:00+00:00,KBNA,75.0
2016-08-01 20:45:00+00:00,KBNA,93.0
2016-08-03 20:45:00+00:00,KBNA,41.0
2016-08-03 21:05:00+00:00,KBNA,15.0
2016-08-03 21:20:00+00:00,KBNA,28.0
2016-08-03 21:31:00+00:00,KBNA,15.0
2016-08-03 21:32:00+00:00,KBNA,11.0
2016-08-03 21:40:00+00:00,KBNA,2.0
2016-08-05 00:50:00+00:00,KBNA,2.0
2016-08-05 17:15:00+00:00,KBNA,79.0
2016-08-05 20:10:00+00:00,KBNA,15.0
2016-08-05 20:23:00+00:00,KBNA,11.0
2016-08-05 20:25:00+00:00,KBNA,18.0
2016-08-05 21:05:00+00:00,KBNA,17.0
2016-08-05 21:31:00+00:00,KBNA,7.0
2016-08-05 21:32:00+00:00,KBNA,8.0
2016-08-05 21:32:00+00:00,KBNA,97.0
2016-08-05 21:40:00+00:00,KBNA,2.0
2016-08-05 22:17:00+00:00,KBNA,21.0
2016-08-05 23:35:00+00:00,KBNA,8.0
2016-08-06 14:25:00+00:00,KBNA,21.0
2016-08-06 14:25:00+00:00,KBNA,22.0
2016-08-06 22:00:00+00:00,KBNA,31.0
2016-08-06 22:00:00+00:00,KBNA,37.0
2016-08-06 22:00:00+00:00,KBNA,46.0
2016-08-06 22:13:00+00:00,KBNA,1.0
2016-08-06 22:25:00+00:00,KBNA,21.0
2016-08-09 21:05:00+00:00,KBNA,24.0
2016-08-09 21:32:00+00:00,KBNA,26.0
2016-08-09 22:22:00+00:00,KBNA,69.0
2016-08-09 22:23:00+00:00,KBNA,14.0
2016-08-09 22:30:00+00:00,KBNA,7.0
2016-08-09 23:05:00+00:00,KBNA,17.0
2016-08-11 20:40:00+00:00,KBNA,137.0
2016-08-12 20:40:00+00:00,KBNA,71.0
2016-08-16 01:40:00+00:00,KBNA,33.0
2016-08-16 01:40:00+00:00,KBNA,65.0
2016-08-16 13:00:00+00:00,KBNA,309.0
2016-08-16 20:40:00+00:00,KBNA,76.0
2016-08-17 12:45:00+00:00,KBNA,87.0
2016-08-17 23:35:00+00:00,KBNA,161.0
2016-08-19 23:55:00+00:00,KBNA,117.0
2016-08-20 00:00:00+00:00,KBNA,86.0
2016-08-20 16:31:00+00:00,KBNA,1.0
2016-08-20 20:04:00+00:00,KBNA,27.0
2016-08-25 20:25:00+00:00,KBNA,32.0
2016-08-25 20:40:00+00:00,KBNA,9.0
2016-08-25 21:05:00+00:00,KBNA,13.0
2016-08-27 20:20:00+00:00,KBNA,55.0
2016-08-27 20:45:00+00:00,KBNA,32.0
2016-08-27 20:55:00+00:00,KBNA,26.0
2016-08-27 21:30:00+00:00,KBNA,15.0
2016-08-27 21:39:00+00:00,KBNA,28.0
2016-08-29 19:20:00+00:00,KBNA,20.0
2016-08-29 19:50:00+00:00,KBNA,44.0
2016-09-01 21:35:00+00:00,KBNA,64.0
2016-09-06 19:20:00+00:00,KBNA,42.0
2016-09-10 22:00:00+00:00,KBNA,37.0
2016-09-10 22:02:00+00:00,KBNA,35.0
2016-09-10 22:10:00+00:00,KBNA,17.0
2016-09-10 22:10:00+00:00,KBNA,20.0
2016-09-10 22:10:00+00:00,KBNA,25.0
2016-09-10 22:15:00+00:00,KBNA,33.0
2016-09-10 22:15:00+00:00,KBNA,35.0
2016-09-10 22:25:00+00:00,KBNA,32.0
2016-09-21 20:25:00+00:00,KBNA,1.0
2016-09-21 22:08:00+00:00,KBNA,1.0
2016-09-24 22:10:00+00:00,KBNA,39.0
2016-09-25 18:35:00+00:00,KBNA,10.0
2016-09-25 20:25:00+00:00,KBNA,6.0
2016-09-27 11:30:00+00:00,KBNA,12.0
2016-09-30 11:25:00+00:00,KBNA,34.0
2016-09-30 15:00:00+00:00,KBNA,87.0
2016-09-30 19:20:00+00:00,KBNA,94.0
2016-10-02 14:10:00+00:00,KBNA,444.0
2016-10-14 18:35:00+00:00,KBNA,11.0
2016-10-19 22:37:00+00:00,KBNA,102.0
2016-10-20 13:00:00+00:00,KBNA,56.0
2016-10-20 21:29:00+00:00,KBNA,6.0
2016-10-20 22:02:00+00:00,KBNA,3.0
2016-10-26 13:00:00+00:00,KBNA,99.0
2016-11-02 20:24:00+00:00,KBNA,13.0
2016-11-02 23:30:00+00:00,KBNA,56.0
2016-11-02 23:55:00+00:00,KBNA,13.0
2016-11-07 17:30:00+00:00,KBNA,43.0
2016-11-07 22:25:00+00:00,KBNA,40.0
2016-11-11 16:10:00+00:00,KBNA,7.0
2016-11-15 15:30:00+00:00,KBNA,113.0
2016-11-17 12:33:00+00:00,KBNA,79.0
2016-11-19 01:02:00+00:00,KBNA,1.0
2016-11-20 21:50:00+00:00,KBNA,73.0
2016-11-22 12:40:00+00:00,KBNA,22.0
2016-11-27 12:00:00+00:00,KBNA,3.0
2016-11-27 12:00:00+00:00,KBNA,12.0
2016-11-27 12:00:00+00:00,KBNA,83.0
2016-11-27 12:00:00+00:00,KBNA,886.0
2016-11-27 12:06:00+00:00,KBNA,65.0
2016-11-27 12:30:00+00:00,KBNA,21.0
2016-11-27 12:33:00+00:00,KBNA,1.0
2016-11-27 13:40:00+00:00,KBNA,41.0
2016-11-27 14:28:00+00:00,KBNA,21.0
2016-11-27 14:30:00+00:00,KBNA,27.0
2016-11-27 15:18:00+00:00,KBNA,12.0
2016-11-28 23:05:00+00:00,KBNA,14.0
2016-11-28 23:45:00+00:00,KBNA,6.0
2016-11-29 00:00:00+00:00,KBNA,26.0
2016-11-29 00:05:00+00:00,KBNA,24.0
2016-11-29 00:10:00+00:00,KBNA,27.0
2016-11-29 00:20:00+00:00,KBNA,23.0
2016-11-29 01:05:00+00:00,KBNA,10.0
2016-12-04 19:25:00+00:00,KBNA,5.0
2016-12-04 20:00:00+00:00,KBNA,190.0
2016-12-05 00:25:00+00:00,KBNA,44.0
2016-12-12 00:25:00+00:00,KBNA,17.0
2016-12-12 03:05:00+00:00,KBNA,21.0
2016-12-12 03:05:00+00:00,KBNA,36.0
2016-12-13 13:55:00+00:00,KBNA,41.0
2016-12-14 13:40:00+00:00,KBNA,2.0
2016-12-17 01:10:00+00:00,KBNA,74.0
2016-12-17 12:40:00+00:00,KBNA,168.0
2016-12-17 15:50:00+00:00,KBNA,51.0
2016-12-17 16:55:00+00:00,KBNA,69.0
2016-12-17 20:40:00+00:00,KBNA,34.0
2016-12-17 23:05:00+00:00,KBNA,38.0
2016-12-18 00:05:00+00:00,KBNA,69.0
2016-12-18 11:48:00+00:00,KBNA,18.0
2016-12-18 11:50:00+00:00,KBNA,27.0
2016-12-18 12:00:00+00:00,KBNA,11.0
2016-12-18 12:02:00+00:00,KBNA,15.0
2016-12-18 12:25:00+00:00,KBNA,24.0
2016-12-18 13:00:00+00:00,KBNA,5.0
2016-12-18 13:10:00+00:00,KBNA,109.0
2016-12-18 13:14:00+00:00,KBNA,15.0
2016-12-18 13:20:00+00:00,KBNA,120.0
2016-12-18 13:40:00+00:00,KBNA,52.0
2016-12-18 14:00:00+00:00,KBNA,43.0
2016-12-18 15:15:00+00:00,KBNA,6.0
2016-12-18 15:34:00+00:00,KBNA,18.0
2016-12-18 23:15:00+00:00,KBNA,126.0
2016-12-19 01:05:00+00:00,KBNA,6.0
2016-12-20 01:02:00+00:00,KBNA,9.0
2016-12-20 12:00:00+00:00,KBNA,1.0
2016-12-20 12:02:00+00:00,KBNA,3.0
2016-12-20 13:00:00+00:00,KBNA,13.0
2016-12-20 13:14:00+00:00,KBNA,34.0
2016-12-20 13:40:00+00:00,KBNA,6.0
2016-12-20 14:00:00+00:00,KBNA,6.0
2016-12-20 14:35:00+00:00,KBNA,17.0
2016-12-20 15:15:00+00:00,KBNA,8.0
2016-12-20 15:30:00+00:00,KBNA,11.0
2016-12-20 15:34:00+00:00,KBNA,1.0
2016-12-21 12:02:00+00:00,KBNA,16.0
2016-12-21 13:00:00+00:00,KBNA,19.0
2016-12-21 13:10:00+00:00,KBNA,22.0
2016-12-22 20:15:00+00:00,KBNA,62.0
2016-12-28 13:40:00+00:00,KBNA,77.0
2016-12-30 15:05:00+00:00,KBNA,60.0
2016-12-31 23:05:00+00:00,KBNA,20.0
