date,icao,weather_delay,wind_speed,wind_gust,ceiling,visibility,temp,dew_pnt,pressure
2015-07-14 19:50:00+00:00,KBNA,12.0,5,36,1372,16093,300,222,10047
2015-07-14 19:50:00+00:00,KBNA,13.0,5,36,1372,16093,300,222,10047
2015-07-14 20:05:00+00:00,KBNA,111.0,5,36,1372,16093,300,222,10047
2015-07-14 20:10:00+00:00,KBNA,36.0,5,36,1372,16093,300,222,10047
2015-07-14 21:00:00+00:00,KBNA,47.0,5,15,7620,16093,256,228,10054
2015-07-14 22:12:00+00:00,KBNA,10.0,5,26,7620,16093,272,233,10053
2015-07-15 00:00:00+00:00,KBNA,28.0,5,26,7620,16093,261,228,10067
2015-07-16 23:35:00+00:00,KBNA,16.0,5,21,22000,16093,300,200,10141
2015-07-17 20:43:00+00:00,KBNA,6.0,5,36,22000,16093,344,233,10137
2015-07-17 23:35:00+00:00,KBNA,11.0,5,36,22000,16093,322,228,10132
2015-07-18 19:23:00+00:00,KBNA,194.0,5,26,1463,16093,344,228,10161
2015-07-18 20:43:00+00:00,KBNA,38.0,5,31,6401,16093,339,228,10153
2015-07-18 22:12:00+00:00,KBNA,116.0,5,26,22000,16093,333,228,10151
2015-07-18 23:20:00+00:00,KBNA,18.0,5,26,22000,16093,328,233,10144
2015-07-18 23:30:00+00:00,KBNA,58.0,5,26,22000,16093,317,228,10142
2015-07-19 21:20:00+00:00,KBNA,52.0,5,41,22000,16093,344,228,10131
2015-07-25 13:00:00+00:00,KBNA,64.0,5,31,7620,16093,306,194,10159
2015-07-25 22:50:00+00:00,KBNA,45.0,5,15,22000,16093,311,183,10134
2015-07-28 21:11:00+00:00,KBNA,52.0,5,41,1676,16093,311,244,10141
2015-07-28 21:15:00+00:00,KBNA,67.0,5,41,1676,16093,311,244,10141
2015-07-28 21:20:00+00:00,KBNA,81.0,5,41,1676,16093,311,244,10141
2015-07-28 21:20:00+00:00,KBNA,198.0,5,41,1676,16093,311,244,10141
2015-07-28 21:35:00+00:00,KBNA,128.0,5,51,3353,1609,233,222,10151
2015-07-28 21:40:00+00:00,KBNA,132.0,5,51,3353,1609,233,222,10151
2015-07-28 22:00:00+00:00,KBNA,83.0,5,51,3353,1609,233,222,10151
2015-07-28 22:05:00+00:00,KBNA,17.0,5,51,3353,1609,233,222,10151
2015-07-28 22:12:00+00:00,KBNA,71.0,5,51,3353,1609,233,222,10151
2015-07-28 22:35:00+00:00,KBNA,8.0,5,26,22000,16093,244,228,10139
2015-07-28 22:40:00+00:00,KBNA,14.0,5,26,22000,16093,244,228,10139
2015-07-28 22:50:00+00:00,KBNA,8.0,5,26,22000,16093,244,228,10139
2015-07-28 23:05:00+00:00,KBNA,12.0,5,26,22000,16093,244,228,10139
2015-07-29 00:12:00+00:00,KBNA,4.0,5,26,22000,16093,244,228,10139
2015-07-29 00:21:00+00:00,KBNA,10.0,5,26,22000,16093,244,228,10139
2015-07-30 18:30:00+00:00,KBNA,68.0,5,51,22000,16093,317,139,10182
2015-08-01 13:00:00+00:00,KBNA,58.0,5,21,22000,16093,272,189,10170
2015-08-01 15:30:00+00:00,KBNA,27.0,5,21,22000,16093,306,194,10165
2015-08-03 12:55:00+00:00,KBNA,92.0,5,15,22000,16093,294,106,10140
2015-08-03 14:40:00+00:00,KBNA,34.0,5,15,22000,16093,294,106,10140
2015-08-03 16:25:00+00:00,KBNA,41.0,5,36,22000,16093,331,194,10138
2015-08-05 19:00:00+00:00,KBNA,13.0,5,36,22000,16093,306,222,10148
2015-08-07 00:21:00+00:00,KBNA,5.0,5,21,2896,16093,261,206,10086
2015-08-07 19:00:00+00:00,KBNA,9.0,5,26,549,16093,250,189,10126
2015-08-11 20:15:00+00:00,KBNA,86.0,5,41,1829,16093,317,178,10148
2015-08-11 23:45:00+00:00,KBNA,16.0,5,46,22000,16093,294,161,10146
2015-08-13 18:40:00+00:00,KBNA,21.0,5,46,22000,16093,300,122,10189
2015-08-14 19:40:00+00:00,KBNA,32.0,5,36,1189,16093,294,194,10189
2015-08-14 20:15:00+00:00,KBNA,27.0,5,36,1189,16093,294,194,10189
2015-08-14 20:30:00+00:00,KBNA,11.0,5,36,1189,16093,294,194,10189
2015-08-14 20:35:00+00:00,KBNA,19.0,5,36,1189,16093,294,194,10189
2015-08-14 21:00:00+00:00,KBNA,29.0,5,15,6096,16093,250,194,10190
2015-08-17 19:15:00+00:00,KBNA,32.0,5,31,2286,11265,228,206,10185
2015-08-17 20:10:00+00:00,KBNA,175.0,5,31,183,12875,228,206,10180
2015-08-19 14:32:00+00:00,KBNA,28.0,5,46,701,16093,272,217,10125
2015-08-19 19:15:00+00:00,KBNA,3.0,5,57,22000,16093,317,211,10103
2015-08-19 19:55:00+00:00,KBNA,38.0,5,62,1067,16093,283,200,10099
2015-08-19 20:15:00+00:00,KBNA,23.0,5,62,1067,16093,283,200,10099
2015-08-19 22:40:00+00:00,KBNA,9.0,5,15,3658,16093,244,222,10105
2015-08-19 23:21:00+00:00,KBNA,4.0,5,15,3658,16093,244,222,10105
2015-08-19 23:25:00+00:00,KBNA,11.0,5,31,1463,16093,239,217,10111
2015-08-19 23:45:00+00:00,KBNA,15.0,5,31,1463,16093,239,217,10111
2015-08-20 20:55:00+00:00,KBNA,6.0,5,26,7620,16093,278,117,10160
2015-08-20 22:45:00+00:00,KBNA,77.0,5,21,7620,16093,272,117,10156
2015-08-20 23:25:00+00:00,KBNA,22.0,5,21,7620,16093,267,122,10161
2015-08-28 01:59:00+00:00,KBNA,4.0,5,26,22000,16093,222,128,10185
2015-09-04 21:55:00+00:00,KBNA,83.0,5,15,22000,16093,339,161,10149
2015-09-08 19:15:00+00:00,KBNA,125.0,5,41,22000,16093,322,178,10144
2015-09-09 21:35:00+00:00,KBNA,16.0,5,31,1402,6437,244,206,10115
2015-09-10 19:29:00+00:00,KBNA,32.0,5,21,22000,16093,283,194,10115
2015-09-11 17:25:00+00:00,KBNA,40.0,5,46,792,1609,206,156,10118
2015-09-11 18:15:00+00:00,KBNA,3.0,5,46,792,1609,206,156,10118
2015-09-11 18:30:00+00:00,KBNA,28.0,5,46,792,1609,206,156,10118
2015-09-11 18:30:00+00:00,KBNA,42.0,5,46,792,1609,206,156,10118
2015-09-11 18:50:00+00:00,KBNA,24.0,5,46,792,1609,206,156,10118
2015-09-11 19:00:00+00:00,KBNA,29.0,5,46,792,1609,206,156,10118
2015-09-11 19:15:00+00:00,KBNA,26.0,5,46,792,1609,206,156,10118
2015-09-11 19:22:00+00:00,KBNA,18.0,5,21,2286,16093,200,178,10109
2015-09-11 19:29:00+00:00,KBNA,1.0,5,21,2286,16093,200,178,10109
2015-09-11 19:35:00+00:00,KBNA,56.0,5,21,2286,16093,200,178,10109
2015-09-11 20:35:00+00:00,KBNA,7.0,5,41,1250,3219,200,178,10111
2015-09-11 20:43:00+00:00,KBNA,27.0,5,41,1250,3219,200,178,10111
2015-09-12 00:10:00+00:00,KBNA,5.0,5,15,427,16093,211,183,10119
2015-09-12 13:30:00+00:00,KBNA,15.0,5,26,488,16093,178,139,10145
2015-09-12 19:35:00+00:00,KBNA,31.0,5,36,22000,16093,228,78,10126
2015-09-18 11:05:00+00:00,KBNA,27.0,5,15,22000,16093,156,133,10154
2015-09-18 12:30:00+00:00,KBNA,24.0,5,15,22000,16093,156,139,10159
2015-09-18 19:29:00+00:00,KBNA,5.0,5,21,22000,16093,294,139,10143
2015-09-18 20:43:00+00:00,KBNA,7.0,5,31,22000,16093,306,133,10128
2015-09-18 23:50:00+00:00,KBNA,15.0,5,21,22000,16093,272,150,10126
2015-09-22 15:20:00+00:00,KBNA,3.0,5,26,22000,16093,217,122,10219
2015-09-29 15:30:00+00:00,KBNA,3.0,5,36,579,9656,206,189,10126
2015-10-01 20:10:00+00:00,KBNA,2.0,5,72,518,16093,172,117,10147
2015-10-02 12:45:00+00:00,KBNA,15.0,5,46,396,16093,144,111,10142
2015-10-02 16:30:00+00:00,KBNA,61.0,5,41,457,16093,144,117,10145
2015-10-02 23:00:00+00:00,KBNA,2.0,5,67,366,16093,128,100,10135
2015-10-05 18:50:00+00:00,KBNA,47.0,5,31,22000,16093,278,161,10148
2015-10-09 19:21:00+00:00,KBNA,20.0,5,31,22000,16093,294,150,10158
2015-10-09 19:29:00+00:00,KBNA,32.0,5,21,1463,4828,217,183,10163
2015-10-09 20:10:00+00:00,KBNA,39.0,5,21,1463,4828,217,183,10163
2015-10-09 20:45:00+00:00,KBNA,13.0,5,36,1036,16093,211,167,10176
2015-10-12 23:00:00+00:00,KBNA,4.0,5,51,22000,16093,250,122,10045
2015-10-13 00:15:00+00:00,KBNA,25.0,5,41,22000,16093,233,122,10049
2015-10-13 00:32:00+00:00,KBNA,76.0,5,46,2438,16093,228,133,10049
2015-10-13 00:45:00+00:00,KBNA,68.0,5,46,2438,16093,228,133,10049
2015-10-13 01:25:00+00:00,KBNA,19.0,5,26,1829,16093,189,161,10057
2015-10-13 01:35:00+00:00,KBNA,18.0,5,26,1829,16093,189,161,10057
2015-10-13 01:55:00+00:00,KBNA,12.0,5,26,1829,16093,189,161,10057
2015-10-23 17:47:00+00:00,KBNA,9.0,5,15,7620,16093,250,128,10207
2015-10-23 19:21:00+00:00,KBNA,7.0,5,21,6096,16093,261,133,10196
2015-10-23 20:10:00+00:00,KBNA,29.0,5,36,6096,16093,261,117,10185
2015-10-27 23:00:00+00:00,KBNA,1.0,5,57,244,6437,161,139,10098
2015-10-28 15:35:00+00:00,KBNA,55.0,5,26,518,8047,178,156,10068
2015-10-28 23:25:00+00:00,KBNA,100.0,5,15,22000,16093,189,111,10066
2015-10-30 19:21:00+00:00,KBNA,55.0,5,21,22000,16093,161,22,10203
2015-10-31 00:12:00+00:00,KBNA,138.0,5,15,6096,16093,139,39,10184
2015-10-31 01:50:00+00:00,KBNA,84.0,5,21,7620,16093,122,50,10184
2015-10-31 12:37:00+00:00,KBNA,43.0,5,21,3048,16093,122,67,10166
2015-11-05 02:55:00+00:00,KBNA,4.0,5,15,1676,16093,189,167,10213
2015-11-05 16:05:00+00:00,KBNA,29.0,5,26,853,16093,233,178,10217
2015-11-06 02:30:00+00:00,KBNA,37.0,5,41,1006,16093,211,183,10173
2015-11-06 13:45:00+00:00,KBNA,84.0,5,36,3353,14484,189,172,10185
2015-11-11 12:58:00+00:00,KBNA,22.0,5,15,22000,14484,61,44,10183
2015-11-11 21:58:00+00:00,KBNA,6.0,5,46,22000,16093,217,83,10125
2015-11-12 04:15:00+00:00,KBNA,27.0,5,82,2743,16093,189,89,10085
2015-11-13 12:30:00+00:00,KBNA,19.0,5,15,22000,16093,61,0,10245
2015-11-13 22:23:00+00:00,KBNA,18.0,5,51,22000,16093,144,-100,10244
2015-11-17 21:35:00+00:00,KBNA,32.0,5,67,7620,16093,211,117,10130
2015-11-19 21:00:00+00:00,KBNA,105.0,5,46,22000,16093,183,39,10204
2015-11-20 21:00:00+00:00,KBNA,17.0,5,26,7620,16093,139,-67,10228
2015-11-21 22:20:00+00:00,KBNA,155.0,5,62,701,16093,83,56,10179
2015-12-01 16:05:00+00:00,KBNA,50.0,5,21,183,16093,117,100,10157
2015-12-02 16:37:00+00:00,KBNA,4.0,5,36,6096,16093,94,33,10141
2015-12-07 12:00:00+00:00,KBNA,261.0,5,15,22000,16093,78,39,10243
2015-12-07 13:55:00+00:00,KBNA,148.0,5,26,22000,16093,89,39,10252
2015-12-07 15:10:00+00:00,KBNA,28.0,5,21,22000,16093,100,33,10255
2015-12-12 14:00:00+00:00,KBNA,52.0,5,46,610,16093,189,144,10204
2015-12-14 16:55:00+00:00,KBNA,66.0,5,72,22000,16093,167,61,10019
2015-12-15 14:15:00+00:00,KBNA,50.0,5,15,22000,16093,78,61,10139
2015-12-23 16:25:00+00:00,KBNA,116.0,5,108,579,16093,194,150,10031
2015-12-23 20:29:00+00:00,KBNA,3.0,5,88,549,16093,189,156,10011
2015-12-23 21:41:00+00:00,KBNA,15.0,5,93,549,16093,194,156,10000
2015-12-23 23:24:00+00:00,KBNA,21.0,5,103,610,16093,206,161,10003
2015-12-24 02:00:00+00:00,KBNA,7.0,5,62,1280,16093,206,172,10016
2015-12-25 12:00:00+00:00,KBNA,64.0,5,31,518,16093,206,178,10160
2015-12-25 12:10:00+00:00,KBNA,46.0,5,31,518,16093,206,178,10160
2015-12-25 12:29:00+00:00,KBNA,16.0,5,31,518,16093,206,178,10160
2015-12-25 12:40:00+00:00,KBNA,26.0,5,31,518,16093,206,178,10160
2015-12-25 12:58:00+00:00,KBNA,15.0,5,15,2286,12875,172,161,10171
2015-12-25 13:30:00+00:00,KBNA,33.0,5,15,2286,12875,172,161,10171
2015-12-25 13:45:00+00:00,KBNA,16.0,5,15,2286,12875,172,161,10171
2015-12-26 12:25:00+00:00,KBNA,150.0,5,36,1372,16093,183,161,10208
2015-12-27 02:05:00+00:00,KBNA,183.0,5,36,640,16093,211,178,10176
2015-12-27 12:00:00+00:00,KBNA,8.0,5,62,3353,16093,211,167,10152
2015-12-27 19:20:00+00:00,KBNA,8.0,5,57,1036,16093,239,161,10136
2015-12-27 22:45:00+00:00,KBNA,12.0,5,57,1981,16093,183,144,10148
2015-12-27 23:38:00+00:00,KBNA,2.0,5,36,1524,16093,167,133,10149
2015-12-28 18:39:00+00:00,KBNA,12.0,5,129,2134,4828,206,178,10002
2015-12-28 20:24:00+00:00,KBNA,9.0,5,67,2743,16093,206,178,9994
2015-12-28 22:45:00+00:00,KBNA,11.0,5,88,22000,16093,200,139,10017
2015-12-29 01:03:00+00:00,KBNA,5.0,5,51,22000,16093,183,100,10045
2015-12-29 19:20:00+00:00,KBNA,2.0,5,31,762,16093,106,33,10191
2015-12-29 20:29:00+00:00,KBNA,6.0,5,15,823,16093,111,33,10192
2015-12-30 15:10:00+00:00,KBNA,24.0,5,15,22000,16093,89,50,10224
2015-12-31 03:00:00+00:00,KBNA,1.0,5,31,518,16093,72,33,10244
2016-01-07 12:58:00+00:00,KBNA,4.0,5,15,884,16093,0,-28,10225
2016-01-08 14:25:00+00:00,KBNA,141.0,5,46,488,16093,122,94,10137
2016-01-08 23:59:00+00:00,KBNA,145.0,5,36,792,16093,122,78,10127
2016-01-09 21:25:00+00:00,KBNA,81.0,5,46,640,16093,133,89,10044
2016-01-10 12:25:00+00:00,KBNA,15.0,5,46,366,9656,-11,-39,10143
2016-01-10 13:35:00+00:00,KBNA,44.0,5,67,274,6437,-17,-39,10158
2016-01-10 14:40:00+00:00,KBNA,196.0,5,57,396,16093,-22,-50,10172
2016-01-18 21:15:00+00:00,KBNA,66.0,5,36,22000,16093,-39,-178,10286
2016-01-19 21:15:00+00:00,KBNA,25.0,5,26,1524,16093,-33,-144,10316
2016-01-20 12:15:00+00:00,KBNA,79.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:20:00+00:00,KBNA,63.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:25:00+00:00,KBNA,124.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:35:00+00:00,KBNA,82.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:40:00+00:00,KBNA,333.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:45:00+00:00,KBNA,20.0,5,21,1372,11265,-17,-50,10231
2016-01-20 12:58:00+00:00,KBNA,212.0,5,21,1372,11265,-17,-50,10231
2016-01-20 13:23:00+00:00,KBNA,228.0,5,21,1372,11265,-17,-50,10231
2016-01-20 13:25:00+00:00,KBNA,156.0,5,21,183,1609,-17,-33,10238
2016-01-20 14:00:00+00:00,KBNA,205.0,5,21,183,1609,-17,-33,10238
2016-01-20 14:00:00+00:00,KBNA,278.0,5,21,183,1609,-17,-33,10238
2016-01-20 15:10:00+00:00,KBNA,2.0,5,21,183,1609,-17,-33,10238
2016-01-20 15:28:00+00:00,KBNA,104.0,5,21,183,1609,-17,-33,10238
2016-01-20 15:40:00+00:00,KBNA,205.0,5,21,183,1609,-17,-33,10238
2016-01-20 16:18:00+00:00,KBNA,72.0,5,21,183,1609,-17,-33,10238
2016-01-20 18:34:00+00:00,KBNA,75.0,5,15,91,805,0,-11,10218
2016-01-20 20:24:00+00:00,KBNA,4.0,5,15,91,805,0,-11,10218
2016-01-20 22:35:00+00:00,KBNA,3.0,5,15,152,8047,6,-17,10228
2016-01-20 22:55:00+00:00,KBNA,12.0,5,15,152,8047,6,-17,10228
2016-01-21 13:55:00+00:00,KBNA,45.0,5,21,152,4023,0,-17,10246
2016-01-22 11:30:00+00:00,KBNA,318.0,5,51,183,6437,11,0,10081
2016-01-22 12:00:00+00:00,KBNA,232.0,5,51,183,6437,11,0,10081
2016-01-22 12:05:00+00:00,KBNA,8.0,5,51,183,6437,11,0,10081
2016-01-22 12:20:00+00:00,KBNA,317.0,5,51,183,6437,11,0,10081
2016-01-22 12:35:00+00:00,KBNA,348.0,5,77,183,2414,6,-11,10077
2016-01-22 12:40:00+00:00,KBNA,214.0,5,77,183,2414,6,-11,10077
2016-01-22 12:45:00+00:00,KBNA,176.0,5,77,183,2414,6,-11,10077
2016-01-22 13:25:00+00:00,KBNA,402.0,5,62,122,402,0,-11,10083
2016-01-22 13:35:00+00:00,KBNA,94.0,5,62,122,402,0,-11,10083
2016-01-22 13:45:00+00:00,KBNA,72.0,5,62,122,402,0,-11,10083
2016-01-22 13:55:00+00:00,KBNA,66.0,5,62,122,402,0,-11,10083
2016-01-22 13:55:00+00:00,KBNA,74.0,5,62,122,402,0,-11,10083
2016-01-22 13:55:00+00:00,KBNA,92.0,5,62,122,402,0,-11,10083
2016-01-22 13:55:00+00:00,KBNA,136.0,5,62,122,402,0,-11,10083
2016-01-22 13:55:00+00:00,KBNA,140.0,5,62,122,402,0,-11,10083
2016-01-22 14:00:00+00:00,KBNA,128.0,5,62,122,402,0,-11,10083
2016-01-22 14:00:00+00:00,KBNA,345.0,5,62,122,402,0,-11,10083
2016-01-22 14:00:00+00:00,KBNA,93.0,5,62,122,402,0,-11,10083
2016-01-22 14:15:00+00:00,KBNA,3.0,5,62,122,402,0,-11,10083
2016-01-22 14:20:00+00:00,KBNA,114.0,5,62,122,402,0,-11,10083
2016-01-22 15:35:00+00:00,KBNA,37.0,5,88,274,805,-17,-33,10087
2016-01-22 15:59:00+00:00,KBNA,12.0,5,88,274,805,-17,-33,10087
2016-01-22 16:15:00+00:00,KBNA,25.0,5,88,274,805,-17,-33,10087
2016-01-22 16:30:00+00:00,KBNA,40.0,5,82,274,1207,-17,-39,10085
2016-01-22 22:35:00+00:00,KBNA,6.0,5,82,274,805,-17,-44,10108
2016-01-22 23:41:00+00:00,KBNA,13.0,5,103,457,2012,-22,-50,10122
2016-01-22 23:55:00+00:00,KBNA,39.0,5,103,457,2012,-22,-50,10122
2016-01-23 00:25:00+00:00,KBNA,15.0,5,62,457,1207,-22,-50,10134
2016-01-23 01:04:00+00:00,KBNA,10.0,5,62,457,1207,-22,-50,10134
2016-01-23 12:00:00+00:00,KBNA,127.0,5,51,914,16093,-33,-78,10187
2016-01-23 12:00:00+00:00,KBNA,119.0,5,51,914,16093,-33,-78,10187
2016-01-23 13:25:00+00:00,KBNA,77.0,5,51,975,8047,-39,-78,10204
2016-01-23 14:00:00+00:00,KBNA,105.0,5,51,975,8047,-39,-78,10204
2016-01-23 14:00:00+00:00,KBNA,69.0,5,51,975,8047,-39,-78,10204
2016-01-23 14:05:00+00:00,KBNA,6.0,5,51,975,8047,-39,-78,10204
2016-01-23 14:15:00+00:00,KBNA,1.0,5,51,975,8047,-39,-78,10204
2016-01-23 14:30:00+00:00,KBNA,141.0,5,57,1036,16093,-39,-78,10210
2016-01-23 16:45:00+00:00,KBNA,15.0,5,46,671,16093,-33,-83,10217
2016-01-23 19:15:00+00:00,KBNA,5.0,5,36,732,16093,-22,-83,10209
2016-01-23 21:59:00+00:00,KBNA,6.0,5,41,792,16093,-11,-78,10214
2016-01-23 22:15:00+00:00,KBNA,3.0,5,41,792,16093,-11,-78,10214
2016-01-24 00:25:00+00:00,KBNA,22.0,5,21,22000,16093,-33,-72,10231
2016-01-24 12:00:00+00:00,KBNA,2.0,5,15,22000,9656,-111,-139,10248
2016-01-24 14:00:00+00:00,KBNA,8.0,5,15,22000,9656,-111,-139,10248
2016-01-24 14:00:00+00:00,KBNA,21.0,5,15,22000,9656,-111,-139,10248
2016-01-24 14:40:00+00:00,KBNA,14.0,5,15,22000,9656,-111,-139,10248
2016-01-24 22:15:00+00:00,KBNA,9.0,5,26,7620,16093,33,-50,10210
2016-01-25 16:05:00+00:00,KBNA,20.0,5,77,6096,16093,56,-28,10199
2016-02-02 12:35:00+00:00,KBNA,45.0,5,26,305,6437,111,100,10137
2016-02-04 00:50:00+00:00,KBNA,42.0,5,57,22000,16093,72,-17,10186
2016-02-08 16:05:00+00:00,KBNA,60.0,5,62,1676,16093,67,-56,10095
2016-02-08 20:24:00+00:00,KBNA,5.0,5,62,914,9656,28,-17,10094
2016-02-09 15:10:00+00:00,KBNA,2.0,5,41,457,805,-39,-72,10132
2016-02-09 16:18:00+00:00,KBNA,7.0,5,26,518,1609,-33,-67,10133
2016-02-09 16:45:00+00:00,KBNA,5.0,5,41,457,1207,-33,-72,10137
2016-02-09 23:35:00+00:00,KBNA,7.0,5,36,518,1609,-44,-78,10182
2016-02-10 02:15:00+00:00,KBNA,4.0,5,31,610,6437,-50,-94,10194
2016-02-10 12:00:00+00:00,KBNA,9.0,5,36,1524,8047,-61,-100,10216
2016-02-11 03:40:00+00:00,KBNA,15.0,5,15,1829,12875,-33,-72,10238
2016-02-12 22:55:00+00:00,KBNA,6.0,5,51,1280,16093,39,-39,10249
2016-02-14 18:45:00+00:00,KBNA,223.0,5,51,1250,4828,-11,-94,10218
2016-02-14 20:25:00+00:00,KBNA,96.0,5,41,1280,16093,6,-83,10187
2016-02-15 03:40:00+00:00,KBNA,30.0,5,36,1463,16093,0,-22,10194
2016-02-15 21:15:00+00:00,KBNA,240.0,5,26,152,3219,61,44,10082
2016-02-15 22:00:00+00:00,KBNA,1.0,5,21,274,2414,61,50,10075
2016-02-16 00:37:00+00:00,KBNA,1.0,5,31,122,4023,56,44,10075
2016-02-17 00:50:00+00:00,KBNA,5.0,5,51,366,16093,61,33,10119
2016-02-18 21:15:00+00:00,KBNA,14.0,5,26,7620,16093,161,6,10268
2016-02-23 16:45:00+00:00,KBNA,23.0,5,21,213,12875,106,72,10116
2016-02-24 00:50:00+00:00,KBNA,59.0,5,57,152,8047,133,117,10022
2016-02-24 02:10:00+00:00,KBNA,41.0,5,41,457,9656,133,117,10009
2016-02-24 18:59:00+00:00,KBNA,4.0,5,82,762,16093,50,0,9976
2016-02-24 23:10:00+00:00,KBNA,16.0,5,57,457,11265,33,0,10041
2016-02-24 23:45:00+00:00,KBNA,99.0,5,62,427,8047,28,6,10057
2016-02-25 00:50:00+00:00,KBNA,129.0,5,41,366,8047,33,6,10073
2016-03-04 00:38:00+00:00,KBNA,2.0,5,15,183,9656,56,39,10159
2016-03-06 11:55:00+00:00,KBNA,442.0,5,21,22000,16093,56,11,10264
2016-03-08 13:55:00+00:00,KBNA,105.0,5,51,7620,16093,156,56,10232
2016-03-08 18:34:00+00:00,KBNA,169.0,5,72,7620,16093,239,72,10197
2016-03-08 20:22:00+00:00,KBNA,2.0,5,67,7620,16093,239,78,10188
2016-03-08 22:47:00+00:00,KBNA,1.0,5,72,22000,16093,228,78,10168
2016-03-08 23:41:00+00:00,KBNA,4.0,5,46,7620,16093,206,67,10169
2016-03-10 23:10:00+00:00,KBNA,2.0,5,36,732,2414,172,156,10165
2016-03-14 12:55:00+00:00,KBNA,15.0,5,57,3048,16093,161,117,10057
2016-03-19 01:55:00+00:00,KBNA,53.0,5,72,2286,16093,172,-17,10127
2016-03-19 15:10:00+00:00,KBNA,64.0,5,67,2286,16093,111,6,10159
2016-03-19 17:00:00+00:00,KBNA,38.0,5,57,1981,16093,122,17,10164
2016-03-25 20:10:00+00:00,KBNA,23.0,5,26,823,16093,94,17,10173
2016-03-26 15:10:00+00:00,KBNA,22.0,5,15,6096,16093,83,44,10196
2016-03-26 17:20:00+00:00,KBNA,90.0,5,36,22000,16093,228,39,10172
2016-03-26 21:25:00+00:00,KBNA,76.0,5,36,22000,16093,239,50,10168
2016-03-26 22:55:00+00:00,KBNA,36.0,5,31,22000,16093,233,56,10167
2016-03-28 23:30:00+00:00,KBNA,54.0,5,31,22000,16093,144,-11,10203
2016-03-29 15:00:00+00:00,KBNA,50.0,5,51,22000,16093,128,17,10248
2016-03-29 20:10:00+00:00,KBNA,100.0,5,41,22000,16093,172,11,10224
2016-03-30 22:41:00+00:00,KBNA,211.0,5,82,7620,16093,233,72,10127
2016-04-02 01:10:00+00:00,KBNA,35.0,5,46,3658,16093,161,-28,10118
2016-04-02 13:25:00+00:00,KBNA,46.0,5,46,2134,16093,94,11,10147
2016-04-02 14:40:00+00:00,KBNA,186.0,5,51,22000,16093,111,11,10147
2016-04-02 17:20:00+00:00,KBNA,78.0,5,67,22000,16093,139,-11,10146
2016-04-02 19:50:00+00:00,KBNA,12.0,5,88,22000,16093,161,-22,10122
2016-04-03 15:25:00+00:00,KBNA,40.0,5,21,22000,16093,144,-56,10219
2016-04-04 20:10:00+00:00,KBNA,11.0,5,72,4572,16093,250,28,10151
2016-04-04 23:30:00+00:00,KBNA,75.0,5,72,22000,16093,211,22,10179
2016-04-06 21:15:00+00:00,KBNA,2.0,5,67,7620,16093,183,83,10083
2016-04-06 22:15:00+00:00,KBNA,38.0,5,51,7620,16093,183,89,10063
2016-04-06 22:20:00+00:00,KBNA,22.0,5,51,7620,16093,183,89,10063
2016-04-07 15:00:00+00:00,KBNA,39.0,5,36,3048,16093,139,22,10095
2016-04-08 00:15:00+00:00,KBNA,16.0,5,62,1463,16093,106,44,10117
2016-04-17 17:38:00+00:00,KBNA,2.0,5,41,22000,16093,256,44,10272
2016-04-17 19:30:00+00:00,KBNA,3.0,5,21,22000,16093,267,33,10258
2016-04-17 20:35:00+00:00,KBNA,5.0,5,36,22000,16093,272,33,10250
2016-04-17 21:46:00+00:00,KBNA,11.0,5,31,22000,16093,272,28,10249
2016-04-18 00:09:00+00:00,KBNA,5.0,5,21,22000,16093,250,17,10245
2016-04-26 12:50:00+00:00,KBNA,36.0,5,26,2438,16093,200,139,10130
2016-04-29 12:50:00+00:00,KBNA,26.0,5,36,7620,16093,228,100,10159
2016-04-29 17:38:00+00:00,KBNA,165.0,5,15,7620,16093,267,117,10153
2016-04-29 19:30:00+00:00,KBNA,274.0,5,31,7620,16093,250,128,10157
2016-04-29 21:46:00+00:00,KBNA,139.0,5,31,3658,16093,233,128,10161
2016-04-29 22:40:00+00:00,KBNA,41.0,5,51,3353,16093,211,150,10164
2016-04-30 17:38:00+00:00,KBNA,19.0,5,15,2438,16093,194,172,10133
2016-05-02 18:04:00+00:00,KBNA,5.0,5,21,1250,6437,144,128,10161
2016-05-02 22:00:00+00:00,KBNA,53.0,5,36,488,16093,189,156,10132
2016-05-02 22:05:00+00:00,KBNA,42.0,5,36,488,16093,189,156,10132
2016-05-04 12:15:00+00:00,KBNA,102.0,5,15,22000,16093,139,89,10105
2016-05-04 14:05:00+00:00,KBNA,38.0,5,41,22000,16093,161,83,10098
2016-05-04 18:32:00+00:00,KBNA,4.0,5,46,1829,8047,167,89,10066
2016-05-04 19:20:00+00:00,KBNA,53.0,5,46,1829,8047,167,89,10066
2016-05-04 21:05:00+00:00,KBNA,279.0,5,57,945,16093,194,106,10058
2016-05-04 22:26:00+00:00,KBNA,7.0,5,26,3048,16093,156,89,10071
2016-05-04 22:34:00+00:00,KBNA,17.0,5,26,3048,16093,156,89,10071
2016-05-04 23:30:00+00:00,KBNA,3.0,5,31,22000,16093,161,94,10074
